language,file,channel,termid,term,ref_bt,ref_et,sys_bt,sys_et,sys_score,sys_decision,alignment
swahili,BABEL_OP2_202_18766_20140218_222017_inLine,1,KW202-00008,wiki mbili,69.35,69.7800,,,,,MISS
swahili,BABEL_OP2_202_32287_20131207_203757_inLine,1,KW202-00008,wiki mbili,281.43,282.0300,281.43,282.01,0.161223008153,YES,CORR
swahili,BABEL_OP2_202_75993_20140115_210258_outLine,1,KW202-00008,wiki mbili,497.82,498.3800,497.84,498.4,0.153191246679,YES,CORR
swahili,BABEL_OP2_202_54046_20140121_184347_inLine,1,KW202-00008,wiki mbili,,,297.05,298.2,0.0666078513257,YES,FA
swahili,BABEL_OP2_202_59549_20131003_204655_outLine,1,KW202-00009,waliniambia,154.05,155.1500,154.07,155.04,0.195880616199,YES,CORR
swahili,BABEL_OP2_202_55106_20131215_030617_outLine,1,KW202-00009,waliniambia,19.55,20.0200,,,,,MISS
swahili,BABEL_OP2_202_46169_20131128_183232_outLine,1,KW202-00009,waliniambia,,,169.05,169.53,0.359973775428,YES,FA
swahili,BABEL_OP2_202_54046_20140121_184347_outLine,1,KW202-00009,waliniambia,,,543.36,543.88,0.444145608373,YES,FA
swahili,BABEL_OP2_202_16249_20131202_232723_outLine,1,KW202-00010,utoke,301.49,301.8000,,,,,MISS
swahili,BABEL_OP2_202_92740_20130923_235638_outLine,1,KW202-00010,utoke,,,232.65,232.91,1.0,YES,FA
swahili,BABEL_OP2_202_68384_20131031_003533_outLine,1,KW202-00011,kupanga,451.73,452.4800,451.75,452.47,1.0,YES,CORR
swahili,BABEL_OP2_202_15420_20140210_010333_inLine,1,KW202-00012,naendelea kungoja,167.89,168.9700,,,,,MISS
swahili,BABEL_OP2_202_15420_20140210_010333_inLine,1,KW202-00012,naendelea kungoja,169.82,170.6500,,,,,MISS
swahili,BABEL_OP2_202_39893_20140115_023429_inLine,1,KW202-00013,akimea pembe,153.17,153.9600,,,,,MISS
swahili,BABEL_OP2_202_73301_20140226_185528_outLine,1,KW202-00014,uchukue fimbo,437.06,437.9600,437.07,438.04,1.0,YES,CORR
swahili,BABEL_OP2_202_63084_20130801_015957_inLine,1,KW202-00015,eliza,273.13,273.4200,,,,,MISS
swahili,BABEL_OP2_202_45459_20131012_022245_outLine,1,KW202-00015,eliza,,,46.64,47.3,0.108125357463,YES,FA
swahili,BABEL_OP2_202_54046_20140121_184347_outLine,1,KW202-00015,eliza,,,434.61,435.34,0.245378872598,YES,FA
swahili,BABEL_OP2_202_29663_20131208_035816_outLine,1,KW202-00015,eliza,,,283.89,284.25,0.103252020336,YES,FA
swahili,BABEL_OP2_202_68384_20131031_003533_inLine,1,KW202-00015,eliza,,,277.62,278.21,0.2062484032,YES,FA
swahili,BABEL_OP2_202_76756_20130417_204823_inLine,1,KW202-00015,eliza,,,218.01,218.57,0.11272582662,YES,FA
swahili,BABEL_OP2_202_88661_20130801_192922_outLine,1,KW202-00016,tuongezee,314.95,315.6000,314.95,315.62,0.104958661875,YES,CORR
swahili,BABEL_OP2_202_66177_20140201_213827_inLine,1,KW202-00016,tuongezee,,,507.86,508.51,0.895041338125,YES,FA
swahili,BABEL_OP2_202_45459_20131012_022245_outLine,1,KW202-00018,not show up,159.76,160.2100,,,,,MISS
swahili,BABEL_OP2_202_46169_20131128_184600_outLine,1,KW202-00019,x wanasemaje,33.26,34.2200,,,,,MISS
swahili,BABEL_OP2_202_75993_20140115_210258_inLine,1,KW202-00020,shosho,517.09,517.4900,,,,,MISS
swahili,BABEL_OP2_202_69964_20131012_170534_inLine,1,KW202-00020,shosho,26.23,26.7400,26.25,26.73,0.75217479309,YES,CORR
swahili,BABEL_OP2_202_77990_20131007_063102_outLine,1,KW202-00020,shosho,,,188.15,188.81,0.24782520691,YES,FA
swahili,BABEL_OP2_202_63336_20140129_004138_inLine,1,KW202-00021,aliteremka,75.51,76.5800,,,,,MISS
swahili,BABEL_OP2_202_63336_20140129_004138_inLine,1,KW202-00021,aliteremka,74.69,75.5100,,,,,MISS
swahili,BABEL_OP2_202_60650_20131126_234235_outLine,1,KW202-00021,aliteremka,,,376.1,376.76,0.195757647722,YES,FA
swahili,BABEL_OP2_202_55042_20131217_033729_inLine,1,KW202-00021,aliteremka,,,164.93,165.83,0.0508726248144,YES,FA
swahili,BABEL_OP2_202_90080_20140319_222809_inLine,1,KW202-00021,aliteremka,,,295.87,296.59,0.24419618417,YES,FA
swahili,BABEL_OP2_202_66177_20140201_213827_outLine,1,KW202-00021,aliteremka,,,242.63,243.39,0.23597171997,YES,FA
swahili,BABEL_OP2_202_44478_20131011_041636_outLine,1,KW202-00021,aliteremka,,,436.45,437.09,0.273201823323,YES,FA
swahili,BABEL_OP2_202_73258_20130215_190454_outLine,1,KW202-00022,rachael,316.55,317.1100,,,,,MISS
swahili,BABEL_OP2_202_73258_20130215_190454_outLine,1,KW202-00022,rachael,,,76.13,76.5,0.0331060701648,YES,FA
swahili,BABEL_OP2_202_32287_20131207_203757_outLine,1,KW202-00022,rachael,,,188.17,188.6,0.0627837275936,YES,FA
swahili,BABEL_OP2_202_15420_20140210_010333_inLine,1,KW202-00022,rachael,,,222.07,222.67,0.0302692856142,YES,FA
swahili,BABEL_OP2_202_72040_20131002_213605_inLine,1,KW202-00022,rachael,,,476.04,476.41,0.0504006218722,YES,FA
swahili,BABEL_OP2_202_60650_20131126_234235_outLine,1,KW202-00022,rachael,,,372.63,372.97,0.016369478808,YES,FA
swahili,BABEL_OP2_202_77990_20131007_063102_inLine,1,KW202-00022,rachael,,,253.78,254.48,0.0553010988649,YES,FA
swahili,BABEL_OP2_202_59091_20140130_225624_outLine,1,KW202-00022,rachael,,,521.3,521.86,0.0252276700146,YES,FA
swahili,BABEL_OP2_202_66822_20130219_225918_outLine,1,KW202-00022,rachael,,,362.67,363.3,0.0313792462843,YES,FA
swahili,BABEL_OP2_202_63484_20140128_234153_outLine,1,KW202-00022,rachael,,,238.4,239.14,0.0302602187585,YES,FA
swahili,BABEL_OP2_202_63484_20140128_234153_outLine,1,KW202-00022,rachael,,,251.18,251.54,0.0617598703503,YES,FA
swahili,BABEL_OP2_202_75993_20140115_210258_inLine,1,KW202-00022,rachael,,,24.19,24.58,0.0239437271625,YES,FA
swahili,BABEL_OP2_202_55106_20131215_030617_outLine,1,KW202-00022,rachael,,,176.86,177.36,0.043186384753,YES,FA
swahili,BABEL_OP2_202_75993_20140115_210258_outLine,1,KW202-00022,rachael,,,378.41,378.75,0.0466128319468,YES,FA
swahili,BABEL_OP2_202_73258_20130215_190454_inLine,1,KW202-00022,rachael,,,377.53,378.09,0.043568904616,YES,FA
swahili,BABEL_OP2_202_73258_20130215_190454_inLine,1,KW202-00022,rachael,,,435.61,435.99,0.0509629571391,YES,FA
swahili,BABEL_OP2_202_72040_20131002_213605_outLine,1,KW202-00022,rachael,,,328.39,328.89,0.0622728768499,YES,FA
swahili,BABEL_OP2_202_63787_20130108_202518_inLine,1,KW202-00022,rachael,,,36.25,36.59,0.0633997031397,YES,FA
swahili,BABEL_OP2_202_10524_20131009_200043_inLine,1,KW202-00022,rachael,,,52.6,52.96,0.0282317158612,YES,FA
swahili,BABEL_OP2_202_63084_20130801_015957_inLine,1,KW202-00022,rachael,,,498.93,499.68,0.0147325626295,YES,FA
swahili,BABEL_OP2_202_10524_20131009_200043_outLine,1,KW202-00022,rachael,,,79.84,80.1,0.0599319795609,YES,FA
swahili,BABEL_OP2_202_46169_20131128_183232_inLine,1,KW202-00022,rachael,,,136.45,137.06,0.0224890357621,YES,FA
swahili,BABEL_OP2_202_14814_20140205_210842_inLine,1,KW202-00022,rachael,,,311.76,312.32,0.0456438196698,YES,FA
swahili,BABEL_OP2_202_52265_20140123_235252_inLine,1,KW202-00022,rachael,,,350.77,351.2,0.0141293948096,YES,FA
swahili,BABEL_OP2_202_32287_20131207_203757_inLine,1,KW202-00022,rachael,,,204.77,205.12,0.0423876137875,YES,FA
swahili,BABEL_OP2_202_84177_20131208_021104_outLine,1,KW202-00022,rachael,,,297.63,298.03,0.0239693426149,YES,FA
swahili,BABEL_OP2_202_33273_20130219_224915_outLine,1,KW202-00022,rachael,,,267.13,267.38,0.0176798613722,YES,FA
swahili,BABEL_OP2_202_12635_20131101_212012_outLine,1,KW202-00023,inaniambia,22.13,22.6000,22.13,22.59,1.0,YES,CORR
swahili,BABEL_OP2_202_29633_20131009_175514_outLine,1,KW202-00024,ulimcall akashika,290.96,292.2100,,,,,MISS
swahili,BABEL_OP2_202_17115_20140218_210921_outLine,1,KW202-00026,umeona,444.65,445.2100,444.67,445.21,0.378030256546,YES,CORR
swahili,BABEL_OP2_202_73258_20130215_190454_outLine,1,KW202-00026,umeona,43.48,43.7600,,,,,MISS
swahili,BABEL_OP2_202_18766_20140218_222017_inLine,1,KW202-00026,umeona,241.26,241.4700,,,,,MISS
swahili,BABEL_OP2_202_18766_20140218_222017_inLine,1,KW202-00026,umeona,,,272.04,272.42,0.296911040794,YES,FA
swahili,BABEL_OP2_202_92740_20130923_235638_inLine,1,KW202-00026,umeona,38.24,38.5900,,,,,MISS
swahili,BABEL_OP2_202_25242_20131203_015232_outLine,1,KW202-00026,umeona,,,106.49,107.33,0.32505870266,YES,FA
swahili,BABEL_OP2_202_45459_20131012_022245_inLine,1,KW202-00027,henry unakuwanga,442.11,442.7700,,,,,MISS
swahili,BABEL_OP2_202_52265_20140123_235252_inLine,1,KW202-00028,tusaidiwe,268.51,269.7400,,,,,MISS
swahili,BABEL_OP2_202_69964_20131012_170534_inLine,1,KW202-00029,tumboga,559.67,560.4500,,,,,MISS
swahili,BABEL_OP2_202_44309_20140220_184116_outLine,1,KW202-00029,tumboga,,,20.98,21.4,1.0,YES,FA
swahili,BABEL_OP2_202_27478_20140209_224101_outLine,1,KW202-00030,atamtendea,138.31,139.1800,,,,,MISS
swahili,BABEL_OP2_202_18766_20140218_222017_outLine,1,KW202-00031,tabia,362.37,362.6600,,,,,MISS
swahili,BABEL_OP2_202_59091_20140130_225624_outLine,1,KW202-00031,tabia,213.72,214.0800,213.7,214.11,0.0910068925847,YES,CORR
swahili,BABEL_OP2_202_59091_20140130_225624_outLine,1,KW202-00031,tabia,217.71,217.9900,217.68,218.02,0.146259054606,YES,CORR
swahili,BABEL_OP2_202_68384_20131031_003533_outLine,1,KW202-00031,tabia,103.72,104.0300,103.73,104.06,0.152886851111,YES,CORR
swahili,BABEL_OP2_202_68384_20131031_003533_outLine,1,KW202-00031,tabia,562.97,563.4200,562.99,563.42,0.152735449293,YES,CORR
swahili,BABEL_OP2_202_18766_20140218_222017_inLine,1,KW202-00031,tabia,362.14,362.3900,,,,,MISS
swahili,BABEL_OP2_202_75993_20140115_210258_inLine,1,KW202-00031,tabia,555.53,556.0300,555.54,556.04,0.152930432766,YES,CORR
swahili,BABEL_OP2_202_59091_20140130_225624_inLine,1,KW202-00031,tabia,215.57,215.8500,,,,,MISS
swahili,BABEL_OP2_202_25242_20131203_015232_inLine,1,KW202-00031,tabia,561.57,561.9900,561.57,562.02,0.152915751648,YES,CORR
swahili,BABEL_OP2_202_68384_20131031_003533_inLine,1,KW202-00031,tabia,108.17,108.7100,108.2,108.73,0.151265567992,YES,CORR
swahili,BABEL_OP2_202_68384_20131031_003533_inLine,1,KW202-00031,tabia,121.64,121.9300,,,,,MISS
swahili,BABEL_OP2_202_47405_20131215_233528_inLine,1,KW202-00032,sitarudi,123.17,123.6100,,,,,MISS
swahili,BABEL_OP2_202_88260_20130227_194941_inLine,1,KW202-00032,sitarudi,,,226.81,227.39,0.0555659415138,YES,FA
swahili,BABEL_OP2_202_46169_20131128_183232_outLine,1,KW202-00032,sitarudi,,,103.38,103.86,0.0478833525199,YES,FA
swahili,BABEL_OP2_202_90080_20140319_222809_outLine,1,KW202-00032,sitarudi,,,142.75,143.84,0.0792520517135,YES,FA
swahili,BABEL_OP2_202_55042_20131217_033729_inLine,1,KW202-00032,sitarudi,,,352.53,353.42,0.0260517614515,YES,FA
swahili,BABEL_OP2_202_92740_20130923_235638_outLine,1,KW202-00032,sitarudi,,,363.29,363.78,0.0658442551685,YES,FA
swahili,BABEL_OP2_202_92740_20130923_235638_outLine,1,KW202-00032,sitarudi,,,364.24,364.8,0.0625031406201,YES,FA
swahili,BABEL_OP2_202_48844_20130108_190416_inLine,1,KW202-00032,sitarudi,,,290.83,291.35,0.078650822634,YES,FA
swahili,BABEL_OP2_202_48844_20130108_190416_inLine,1,KW202-00032,sitarudi,,,291.35,291.83,0.0803139936136,YES,FA
swahili,BABEL_OP2_202_29663_20131208_035816_outLine,1,KW202-00032,sitarudi,,,376.58,377.07,0.0782362097529,YES,FA
swahili,BABEL_OP2_202_44478_20131011_041636_outLine,1,KW202-00032,sitarudi,,,122.66,123.14,0.0814510151575,YES,FA
swahili,BABEL_OP2_202_24239_20140206_191516_inLine,1,KW202-00032,sitarudi,,,456.56,457.12,0.0279236105224,YES,FA
swahili,BABEL_OP2_202_72040_20131002_213605_outLine,1,KW202-00032,sitarudi,,,399.83,400.34,0.0671134377084,YES,FA
swahili,BABEL_OP2_202_90080_20140319_222809_inLine,1,KW202-00032,sitarudi,,,171.33,172.38,0.0321709168586,YES,FA
swahili,BABEL_OP2_202_68924_20130924_231821_outLine,1,KW202-00032,sitarudi,,,79.61,80.66,0.0806854901627,YES,FA
swahili,BABEL_OP2_202_25242_20131203_015232_inLine,1,KW202-00032,sitarudi,,,596.54,597.22,0.0553900427291,YES,FA
swahili,BABEL_OP2_202_63336_20140129_004138_outLine,1,KW202-00032,sitarudi,,,58.0,58.66,0.0809639578735,YES,FA
swahili,BABEL_OP2_202_54046_20140121_184347_outLine,1,KW202-00033,amenipigia,175.05,175.6400,175.05,175.68,0.215182170423,YES,CORR
swahili,BABEL_OP2_202_92740_20130923_235638_outLine,1,KW202-00033,amenipigia,310.15,310.8600,310.15,310.86,0.212986444242,YES,CORR
swahili,BABEL_OP2_202_92740_20130923_235638_outLine,1,KW202-00033,amenipigia,310.86,311.4500,310.86,311.46,0.185816712058,YES,CORR
swahili,BABEL_OP2_202_63787_20130108_202518_outLine,1,KW202-00033,amenipigia,290.80,291.3900,290.84,291.42,0.0680723418679,YES,CORR
swahili,BABEL_OP2_202_63787_20130108_202518_outLine,1,KW202-00033,amenipigia,324.10,324.7600,324.25,324.79,0.139121717634,YES,CORR
swahili,BABEL_OP2_202_63787_20130108_202518_outLine,1,KW202-00033,amenipigia,277.34,278.6400,,,,,MISS
swahili,BABEL_OP2_202_39893_20140115_023429_inLine,1,KW202-00033,amenipigia,,,408.87,409.49,0.178820613775,YES,FA
swahili,BABEL_OP2_202_46169_20131128_183232_inLine,1,KW202-00034,ilipita,100.51,101.1100,,,,,MISS
swahili,BABEL_OP2_202_88260_20130227_194941_inLine,1,KW202-00034,ilipita,,,521.3,521.76,0.0725518989034,YES,FA
swahili,BABEL_OP2_202_88260_20130227_194941_inLine,1,KW202-00034,ilipita,,,576.35,576.75,0.0439937994749,YES,FA
swahili,BABEL_OP2_202_32287_20131207_203757_outLine,1,KW202-00034,ilipita,,,190.81,191.18,0.049475473798,YES,FA
swahili,BABEL_OP2_202_88661_20130801_192922_outLine,1,KW202-00034,ilipita,,,436.42,437.04,0.0703952438796,YES,FA
swahili,BABEL_OP2_202_88661_20130801_192922_outLine,1,KW202-00034,ilipita,,,485.04,485.45,0.0519474528831,YES,FA
swahili,BABEL_OP2_202_68924_20130924_231821_inLine,1,KW202-00034,ilipita,,,324.67,325.48,0.0297442454791,YES,FA
swahili,BABEL_OP2_202_77990_20131007_063102_inLine,1,KW202-00034,ilipita,,,251.05,251.75,0.0634528937887,YES,FA
swahili,BABEL_OP2_202_48844_20130108_190416_inLine,1,KW202-00034,ilipita,,,164.46,164.96,0.0767770958191,YES,FA
swahili,BABEL_OP2_202_48844_20130108_190416_inLine,1,KW202-00034,ilipita,,,193.16,193.63,0.0767649648097,YES,FA
swahili,BABEL_OP2_202_48844_20130108_190416_inLine,1,KW202-00034,ilipita,,,194.26,194.72,0.0695479215615,YES,FA
swahili,BABEL_OP2_202_48844_20130108_190416_inLine,1,KW202-00034,ilipita,,,441.51,442.22,0.0737530632722,YES,FA
swahili,BABEL_OP2_202_39893_20140115_023429_inLine,1,KW202-00034,ilipita,,,524.54,525.05,0.0764734060217,YES,FA
swahili,BABEL_OP2_202_24290_20140219_000423_inLine,1,KW202-00034,ilipita,,,342.37,342.86,0.0765451500635,YES,FA
swahili,BABEL_OP2_202_32287_20131207_203757_inLine,1,KW202-00034,ilipita,,,498.67,499.2,0.0715042040322,YES,FA
swahili,BABEL_OP2_202_68384_20131031_003533_inLine,1,KW202-00034,ilipita,,,199.5,200.71,0.0303808236576,YES,FA
swahili,BABEL_OP2_202_66822_20130219_225918_inLine,1,KW202-00034,ilipita,,,18.24,18.79,0.0351658252365,YES,FA
swahili,BABEL_OP2_202_77990_20131007_063102_inLine,1,KW202-00035,pack hawakukupea,17.02,17.8300,,,,,MISS
swahili,BABEL_OP2_202_63787_20130108_202518_inLine,1,KW202-00036,aunty,149.93,150.1400,149.96,150.19,1.0,YES,CORR
swahili,BABEL_OP2_202_66177_20140201_213827_outLine,1,KW202-00036,aunty,175.04,175.3500,,,,,MISS
swahili,BABEL_OP2_202_54046_20140121_184347_outLine,1,KW202-00036,aunty,304.77,305.0500,,,,,MISS
swahili,BABEL_OP2_202_54046_20140121_184347_outLine,1,KW202-00036,aunty,242.13,242.3500,,,,,MISS
swahili,BABEL_OP2_202_38588_20130228_211322_inLine,1,KW202-00036,aunty,199.73,200.2900,,,,,MISS
swahili,BABEL_OP2_202_29663_20131208_035816_outLine,1,KW202-00036,aunty,69.33,69.8200,,,,,MISS
swahili,BABEL_OP2_202_29663_20131208_035816_outLine,1,KW202-00036,aunty,74.64,75.1300,,,,,MISS
swahili,BABEL_OP2_202_47405_20131215_233528_outLine,1,KW202-00036,aunty,208.17,208.5000,,,,,MISS
swahili,BABEL_OP2_202_47405_20131215_233528_outLine,1,KW202-00036,aunty,202.96,203.4500,,,,,MISS
swahili,BABEL_OP2_202_47405_20131215_233528_outLine,1,KW202-00036,aunty,205.08,205.3100,,,,,MISS
swahili,BABEL_OP2_202_54046_20140121_184347_inLine,1,KW202-00036,aunty,250.66,250.9300,,,,,MISS
swahili,BABEL_OP2_202_45459_20131012_022245_inLine,1,KW202-00037,mnapata,423.25,423.8000,,,,,MISS
swahili,BABEL_OP2_202_14814_20140205_210842_outLine,1,KW202-00037,mnapata,,,202.08,202.99,0.0326013153193,YES,FA
swahili,BABEL_OP2_202_27478_20140209_224101_outLine,1,KW202-00037,mnapata,,,421.74,422.56,0.0392015979097,YES,FA
swahili,BABEL_OP2_202_25085_20140219_185114_outLine,1,KW202-00037,mnapata,,,206.77,207.22,0.00863245460715,YES,FA
swahili,BABEL_OP2_202_25085_20140219_185114_outLine,1,KW202-00037,mnapata,,,203.05,203.44,0.045890712431,YES,FA
swahili,BABEL_OP2_202_25085_20140219_185114_outLine,1,KW202-00037,mnapata,,,205.36,205.94,0.0515005502998,YES,FA
swahili,BABEL_OP2_202_25085_20140219_185114_outLine,1,KW202-00037,mnapata,,,443.22,443.52,0.0197570223224,YES,FA
swahili,BABEL_OP2_202_25085_20140219_185114_outLine,1,KW202-00037,mnapata,,,451.88,452.22,0.045635934944,YES,FA
swahili,BABEL_OP2_202_25085_20140219_185114_outLine,1,KW202-00037,mnapata,,,469.75,470.06,0.0295437331974,YES,FA
swahili,BABEL_OP2_202_25085_20140219_185114_outLine,1,KW202-00037,mnapata,,,474.73,475.05,0.0462159480364,YES,FA
swahili,BABEL_OP2_202_63484_20140128_234153_outLine,1,KW202-00037,mnapata,,,175.66,176.19,0.0511032833877,YES,FA
swahili,BABEL_OP2_202_44478_20131011_041636_inLine,1,KW202-00037,mnapata,,,454.83,455.73,0.0505225261286,YES,FA
swahili,BABEL_OP2_202_92740_20130923_235638_outLine,1,KW202-00037,mnapata,,,402.0,403.53,0.032556587443,YES,FA
swahili,BABEL_OP2_202_54046_20140121_184347_outLine,1,KW202-00037,mnapata,,,387.81,388.31,0.0510897965336,YES,FA
swahili,BABEL_OP2_202_54046_20140121_184347_outLine,1,KW202-00037,mnapata,,,590.32,590.99,0.0137670754759,YES,FA
swahili,BABEL_OP2_202_29663_20131208_035816_outLine,1,KW202-00037,mnapata,,,528.4,528.89,0.0249708401652,YES,FA
swahili,BABEL_OP2_202_63084_20130801_015957_outLine,1,KW202-00037,mnapata,,,393.85,394.34,0.0377574768474,YES,FA
swahili,BABEL_OP2_202_47405_20131215_233528_outLine,1,KW202-00037,mnapata,,,362.91,363.82,0.00998836095205,YES,FA
swahili,BABEL_OP2_202_72040_20131002_213605_outLine,1,KW202-00037,mnapata,,,396.63,397.19,0.0128437529435,YES,FA
swahili,BABEL_OP2_202_46169_20131128_184600_inLine,1,KW202-00037,mnapata,,,80.2,81.34,0.0106783378281,YES,FA
swahili,BABEL_OP2_202_17115_20140218_210921_outLine,1,KW202-00037,mnapata,,,356.21,356.61,0.0370905513651,YES,FA
swahili,BABEL_OP2_202_17115_20140218_210921_outLine,1,KW202-00037,mnapata,,,476.41,477.1,0.0513930684868,YES,FA
swahili,BABEL_OP2_202_10524_20131009_200043_inLine,1,KW202-00037,mnapata,,,454.52,454.97,0.0123985393626,YES,FA
swahili,BABEL_OP2_202_12635_20131101_213218_outLine,1,KW202-00037,mnapata,,,107.78,108.19,0.00251864493162,YES,FA
swahili,BABEL_OP2_202_52265_20140123_235252_outLine,1,KW202-00037,mnapata,,,320.79,321.33,0.0460553169357,YES,FA
swahili,BABEL_OP2_202_52265_20140123_235252_outLine,1,KW202-00037,mnapata,,,322.2,322.7,0.0319151915351,YES,FA
swahili,BABEL_OP2_202_18766_20140218_222017_inLine,1,KW202-00037,mnapata,,,404.76,405.52,0.0216534625065,YES,FA
swahili,BABEL_OP2_202_52265_20140123_235252_inLine,1,KW202-00037,mnapata,,,219.74,220.31,0.0074050143005,YES,FA
swahili,BABEL_OP2_202_69964_20131012_170534_inLine,1,KW202-00037,mnapata,,,559.11,559.68,0.0514136760894,YES,FA
swahili,BABEL_OP2_202_44309_20140220_184116_inLine,1,KW202-00037,mnapata,,,441.51,442.01,0.0471254627805,YES,FA
swahili,BABEL_OP2_202_90080_20140319_222809_inLine,1,KW202-00038,umefikisha,535.11,535.7100,,,,,MISS
swahili,BABEL_OP2_202_82637_20121227_193227_inLine,1,KW202-00038,umefikisha,,,193.0,193.69,1.0,YES,FA
swahili,BABEL_OP2_202_61440_20140128_015556_outLine,1,KW202-00039,naivasha,29.33,30.1000,,,,,MISS
swahili,BABEL_OP2_202_63084_20130801_015957_outLine,1,KW202-00040,eager kukam,236.41,237.0600,,,,,MISS
swahili,BABEL_OP2_202_45459_20131012_022245_inLine,1,KW202-00041,haukula,220.47,220.7900,,,,,MISS
swahili,BABEL_OP2_202_73819_20130927_003321_inLine,1,KW202-00041,haukula,,,75.95,76.32,0.157687292891,YES,FA
swahili,BABEL_OP2_202_33273_20130219_224915_inLine,1,KW202-00041,haukula,,,426.12,426.49,0.0508299795837,YES,FA
