language,file,channel,termid,term,ref_bt,ref_et,sys_bt,sys_et,sys_score,sys_decision,alignment
swahili,BABEL_OP2_202_61440_20140128_015556_outLine,1,KW202-00004,nipelekwe,,,240.71,241.3,0.179643301874,YES,FA
swahili,BABEL_OP2_202_77990_20131007_063102_inLine,1,KW202-00005,nimempigia,492.72,493.1900,492.73,493.22,1.0,YES,CORR
swahili,BABEL_OP2_202_25242_20131203_015232_outLine,1,KW202-00007,wenda wazimu,103.31,104.4700,,,,,MISS
swahili,BABEL_OP2_202_60650_20131126_234235_inLine,1,KW202-00007,wenda wazimu,,,399.98,401.32,0.216712051526,YES,FA
swahili,BABEL_OP2_202_60650_20131126_234235_inLine,1,KW202-00007,wenda wazimu,,,270.23,270.69,0.128351219927,YES,FA
swahili,BABEL_OP2_202_18766_20140218_222017_outLine,1,KW202-00007,wenda wazimu,,,107.08,108.14,0.148032314404,YES,FA
swahili,BABEL_OP2_202_39893_20140115_023429_inLine,1,KW202-00007,wenda wazimu,,,79.97,80.58,0.0452787240523,YES,FA
swahili,BABEL_OP2_202_33273_20130219_224915_outLine,1,KW202-00007,wenda wazimu,,,249.22,250.16,0.307678980432,YES,FA
swahili,BABEL_OP2_202_33273_20130219_224915_outLine,1,KW202-00007,wenda wazimu,,,255.88,256.8,0.153946709658,YES,FA
swahili,BABEL_OP2_202_18766_20140218_222017_outLine,1,KW202-00008,wiki mbili,532.08,532.7400,532.09,532.84,0.158018020293,YES,CORR
swahili,BABEL_OP2_202_18766_20140218_222017_outLine,1,KW202-00008,wiki mbili,66.43,67.0400,,,,,MISS
swahili,BABEL_OP2_202_32287_20131207_203757_outLine,1,KW202-00008,wiki mbili,282.97,283.7200,283.0,283.73,0.151195283124,YES,CORR
swahili,BABEL_OP2_202_63336_20140129_004138_inLine,1,KW202-00008,wiki mbili,190.43,191.3600,190.45,191.43,0.152778010583,YES,CORR
swahili,BABEL_OP2_202_59091_20140130_225624_outLine,1,KW202-00008,wiki mbili,433.42,434.1100,433.43,434.16,0.186794225237,YES,CORR
swahili,BABEL_OP2_202_18766_20140218_222017_inLine,1,KW202-00008,wiki mbili,69.35,69.7800,,,,,MISS
swahili,BABEL_OP2_202_32287_20131207_203757_inLine,1,KW202-00008,wiki mbili,281.43,282.0300,281.43,282.01,0.186028510339,YES,CORR
swahili,BABEL_OP2_202_75993_20140115_210258_outLine,1,KW202-00008,wiki mbili,497.82,498.3800,497.84,498.4,0.147249983286,YES,CORR
swahili,BABEL_OP2_202_29633_20131009_175514_inLine,1,KW202-00008,wiki mbili,,,144.2,144.95,0.0179359671383,YES,FA
swahili,BABEL_OP2_202_59549_20131003_204655_outLine,1,KW202-00009,waliniambia,154.05,155.1500,154.07,155.04,1.0,YES,CORR
swahili,BABEL_OP2_202_55106_20131215_030617_outLine,1,KW202-00009,waliniambia,19.55,20.0200,,,,,MISS
swahili,BABEL_OP2_202_16249_20131202_232723_outLine,1,KW202-00010,utoke,301.49,301.8000,,,,,MISS
swahili,BABEL_OP2_202_92740_20130923_235638_outLine,1,KW202-00010,utoke,,,232.65,232.91,0.460252425169,YES,FA
swahili,BABEL_OP2_202_25242_20131203_015232_outLine,1,KW202-00010,utoke,,,88.28,88.89,0.147411766477,YES,FA
swahili,BABEL_OP2_202_52265_20140123_235252_inLine,1,KW202-00010,utoke,,,487.6,487.91,0.248884972945,YES,FA
swahili,BABEL_OP2_202_84177_20131208_021104_outLine,1,KW202-00010,utoke,,,493.58,494.04,0.143450835409,YES,FA
swahili,BABEL_OP2_202_68384_20131031_003533_outLine,1,KW202-00011,kupanga,451.73,452.4800,451.75,452.47,1.0,YES,CORR
swahili,BABEL_OP2_202_15420_20140210_010333_inLine,1,KW202-00012,naendelea kungoja,167.89,168.9700,167.9,169.24,1.0,YES,CORR
swahili,BABEL_OP2_202_15420_20140210_010333_inLine,1,KW202-00012,naendelea kungoja,169.82,170.6500,,,,,MISS
swahili,BABEL_OP2_202_39893_20140115_023429_inLine,1,KW202-00013,akimea pembe,153.17,153.9600,,,,,MISS
swahili,BABEL_OP2_202_55106_20131215_030617_inLine,1,KW202-00013,akimea pembe,,,391.17,391.94,0.136037945378,YES,FA
swahili,BABEL_OP2_202_18766_20140218_222017_inLine,1,KW202-00013,akimea pembe,,,558.95,559.94,0.0947496458125,YES,FA
swahili,BABEL_OP2_202_75993_20140115_210258_inLine,1,KW202-00013,akimea pembe,,,106.44,107.22,0.525724447031,YES,FA
swahili,BABEL_OP2_202_54046_20140121_184347_outLine,1,KW202-00013,akimea pembe,,,501.05,501.7,0.0207942151064,YES,FA
swahili,BABEL_OP2_202_92740_20130923_235638_outLine,1,KW202-00013,akimea pembe,,,319.32,320.11,0.222693746672,YES,FA
swahili,BABEL_OP2_202_73301_20140226_185528_outLine,1,KW202-00014,uchukue fimbo,437.06,437.9600,437.07,438.04,1.0,YES,CORR
swahili,BABEL_OP2_202_63084_20130801_015957_inLine,1,KW202-00015,eliza,273.13,273.4200,,,,,MISS
swahili,BABEL_OP2_202_73819_20130911_163458_inLine,1,KW202-00015,eliza,,,326.37,326.77,0.113974596067,YES,FA
swahili,BABEL_OP2_202_55042_20131217_033729_inLine,1,KW202-00015,eliza,,,590.95,591.53,0.442299378813,YES,FA
swahili,BABEL_OP2_202_55042_20131217_033729_inLine,1,KW202-00015,eliza,,,591.53,592.2,0.44372602512,YES,FA
swahili,BABEL_OP2_202_88661_20130801_192922_outLine,1,KW202-00016,tuongezee,314.95,315.6000,314.95,315.85,0.617966347024,YES,CORR
swahili,BABEL_OP2_202_66177_20140201_213827_inLine,1,KW202-00016,tuongezee,,,507.86,508.51,0.382033652976,YES,FA
swahili,BABEL_OP2_202_45459_20131012_022245_outLine,1,KW202-00018,not show up,159.76,160.2100,,,,,MISS
swahili,BABEL_OP2_202_46169_20131128_184600_outLine,1,KW202-00019,x wanasemaje,33.26,34.2200,,,,,MISS
swahili,BABEL_OP2_202_46169_20131128_183232_outLine,1,KW202-00019,x wanasemaje,,,27.81,28.7,1.0,YES,FA
swahili,BABEL_OP2_202_75993_20140115_210258_inLine,1,KW202-00020,shosho,517.09,517.4900,517.1,517.52,0.523278985069,YES,CORR
swahili,BABEL_OP2_202_69964_20131012_170534_inLine,1,KW202-00020,shosho,26.23,26.7400,26.25,26.73,0.349505206696,YES,CORR
swahili,BABEL_OP2_202_66822_20130219_225918_outLine,1,KW202-00020,shosho,,,12.97,13.38,0.127215808235,YES,FA
swahili,BABEL_OP2_202_63336_20140129_004138_inLine,1,KW202-00021,aliteremka,75.51,76.5800,,,,,MISS
swahili,BABEL_OP2_202_63336_20140129_004138_inLine,1,KW202-00021,aliteremka,74.69,75.5100,,,,,MISS
swahili,BABEL_OP2_202_16249_20131202_232723_outLine,1,KW202-00021,aliteremka,,,281.71,282.32,0.175038864109,YES,FA
swahili,BABEL_OP2_202_34197_20121228_201800_inLine,1,KW202-00021,aliteremka,,,45.67,46.41,0.315757552653,YES,FA
swahili,BABEL_OP2_202_55106_20131215_030617_outLine,1,KW202-00021,aliteremka,,,466.67,467.23,0.156393333665,YES,FA
swahili,BABEL_OP2_202_55106_20131215_030617_outLine,1,KW202-00021,aliteremka,,,478.42,478.94,0.171839626874,YES,FA
swahili,BABEL_OP2_202_46169_20131128_183232_inLine,1,KW202-00021,aliteremka,,,97.2,99.02,0.104525103115,YES,FA
swahili,BABEL_OP2_202_24239_20140206_191516_inLine,1,KW202-00021,aliteremka,,,27.71,28.68,0.0764455195853,YES,FA
swahili,BABEL_OP2_202_73258_20130215_190454_outLine,1,KW202-00022,rachael,316.55,317.1100,,,,,MISS
swahili,BABEL_OP2_202_59091_20140130_225624_outLine,1,KW202-00022,rachael,,,419.86,420.31,1.0,YES,FA
swahili,BABEL_OP2_202_12635_20131101_212012_outLine,1,KW202-00023,inaniambia,22.13,22.6000,22.13,22.59,0.726176764262,YES,CORR
swahili,BABEL_OP2_202_12635_20131101_212012_outLine,1,KW202-00023,inaniambia,,,29.35,30.19,0.273823235738,YES,FA
swahili,BABEL_OP2_202_29633_20131009_175514_outLine,1,KW202-00024,ulimcall akashika,290.96,292.2100,,,,,MISS
swahili,BABEL_OP2_202_52265_20140123_235252_outLine,1,KW202-00024,ulimcall akashika,,,489.21,490.8,0.0433541116538,YES,FA
swahili,BABEL_OP2_202_52265_20140123_235252_outLine,1,KW202-00024,ulimcall akashika,,,490.02,491.3,0.0693061918649,YES,FA
swahili,BABEL_OP2_202_48844_20130108_190416_inLine,1,KW202-00024,ulimcall akashika,,,103.0,103.83,0.0760994181336,YES,FA
swahili,BABEL_OP2_202_84177_20131208_021104_outLine,1,KW202-00024,ulimcall akashika,,,147.99,149.33,0.356356166406,YES,FA
swahili,BABEL_OP2_202_82637_20121227_205425_outLine,1,KW202-00024,ulimcall akashika,,,184.83,185.6,0.0620904147448,YES,FA
swahili,BABEL_OP2_202_82637_20121227_205425_outLine,1,KW202-00024,ulimcall akashika,,,191.15,191.86,0.104812033784,YES,FA
swahili,BABEL_OP2_202_44309_20140220_184116_inLine,1,KW202-00024,ulimcall akashika,,,503.22,504.37,0.287981663413,YES,FA
swahili,BABEL_OP2_202_17115_20140218_210921_outLine,1,KW202-00026,umeona,444.65,445.2100,444.67,445.21,0.178659680509,YES,CORR
swahili,BABEL_OP2_202_73258_20130215_190454_outLine,1,KW202-00026,umeona,43.48,43.7600,,,,,MISS
swahili,BABEL_OP2_202_73258_20130215_190454_outLine,1,KW202-00026,umeona,,,388.34,388.74,0.159639987368,YES,FA
swahili,BABEL_OP2_202_73258_20130215_190454_outLine,1,KW202-00026,umeona,,,387.38,388.34,0.180706692238,YES,FA
swahili,BABEL_OP2_202_18766_20140218_222017_inLine,1,KW202-00026,umeona,241.26,241.4700,,,,,MISS
swahili,BABEL_OP2_202_18766_20140218_222017_inLine,1,KW202-00026,umeona,,,272.04,272.42,0.12321232871,YES,FA
swahili,BABEL_OP2_202_92740_20130923_235638_inLine,1,KW202-00026,umeona,38.24,38.5900,,,,,MISS
swahili,BABEL_OP2_202_32287_20131207_203757_outLine,1,KW202-00026,umeona,,,270.43,270.75,0.0705863499088,YES,FA
swahili,BABEL_OP2_202_92740_20130923_235638_outLine,1,KW202-00026,umeona,,,557.62,557.93,0.0810276783175,YES,FA
swahili,BABEL_OP2_202_92740_20130923_235638_outLine,1,KW202-00026,umeona,,,557.93,558.66,0.0580559192364,YES,FA
swahili,BABEL_OP2_202_25242_20131203_015232_outLine,1,KW202-00026,umeona,,,106.49,107.33,0.148111363712,YES,FA
swahili,BABEL_OP2_202_45459_20131012_022245_inLine,1,KW202-00027,henry unakuwanga,442.11,442.7700,,,,,MISS
swahili,BABEL_OP2_202_59549_20131003_204655_inLine,1,KW202-00027,henry unakuwanga,,,241.39,242.13,0.124824756021,YES,FA
swahili,BABEL_OP2_202_25242_20131203_015232_outLine,1,KW202-00027,henry unakuwanga,,,322.16,323.56,0.418052294393,YES,FA
swahili,BABEL_OP2_202_54046_20140121_184347_outLine,1,KW202-00027,henry unakuwanga,,,403.24,404.18,0.245149313125,YES,FA
swahili,BABEL_OP2_202_55106_20131215_030617_outLine,1,KW202-00027,henry unakuwanga,,,598.96,599.76,0.0413756799281,YES,FA
swahili,BABEL_OP2_202_92740_20130923_235638_outLine,1,KW202-00027,henry unakuwanga,,,379.24,380.91,0.0411325741941,YES,FA
swahili,BABEL_OP2_202_24290_20140219_000423_inLine,1,KW202-00027,henry unakuwanga,,,138.69,139.55,0.0626024187652,YES,FA
swahili,BABEL_OP2_202_47405_20131215_233528_outLine,1,KW202-00027,henry unakuwanga,,,230.47,231.3,0.0668629635728,YES,FA
swahili,BABEL_OP2_202_52265_20140123_235252_inLine,1,KW202-00028,tusaidiwe,268.51,269.7400,,,,,MISS
swahili,BABEL_OP2_202_17115_20140218_210921_outLine,1,KW202-00028,tusaidiwe,,,276.91,277.77,0.355223295487,YES,FA
swahili,BABEL_OP2_202_90080_20140319_222809_outLine,1,KW202-00028,tusaidiwe,,,276.33,277.52,0.138972838555,YES,FA
swahili,BABEL_OP2_202_25085_20140219_185114_inLine,1,KW202-00028,tusaidiwe,,,60.67,61.19,0.0766980408367,YES,FA
swahili,BABEL_OP2_202_61440_20140128_015556_outLine,1,KW202-00028,tusaidiwe,,,449.16,449.75,0.34856036028,YES,FA
swahili,BABEL_OP2_202_63787_20130108_202518_outLine,1,KW202-00028,tusaidiwe,,,232.04,232.82,0.0805454648425,YES,FA
swahili,BABEL_OP2_202_69964_20131012_170534_inLine,1,KW202-00029,tumboga,559.67,560.4500,,,,,MISS
swahili,BABEL_OP2_202_25242_20131203_015232_inLine,1,KW202-00029,tumboga,,,173.59,174.08,1.0,YES,FA
swahili,BABEL_OP2_202_27478_20140209_224101_outLine,1,KW202-00030,atamtendea,138.31,139.1800,138.3,139.21,0.13347820299,YES,CORR
swahili,BABEL_OP2_202_45459_20131012_022245_outLine,1,KW202-00030,atamtendea,,,306.76,307.31,0.0328426841006,YES,FA
swahili,BABEL_OP2_202_55106_20131215_030617_outLine,1,KW202-00030,atamtendea,,,52.99,53.74,0.192825869835,YES,FA
swahili,BABEL_OP2_202_75993_20140115_210258_inLine,1,KW202-00030,atamtendea,,,479.39,480.14,0.17022257479,YES,FA
swahili,BABEL_OP2_202_63787_20130108_202518_outLine,1,KW202-00030,atamtendea,,,127.54,128.2,0.210902079202,YES,FA
swahili,BABEL_OP2_202_69964_20131012_170534_inLine,1,KW202-00030,atamtendea,,,52.17,52.8,0.121819481857,YES,FA
swahili,BABEL_OP2_202_47405_20131215_233528_outLine,1,KW202-00030,atamtendea,,,306.01,306.58,0.0548035308208,YES,FA
swahili,BABEL_OP2_202_75993_20140115_210258_outLine,1,KW202-00030,atamtendea,,,301.62,302.45,0.0831055764034,YES,FA
swahili,BABEL_OP2_202_18766_20140218_222017_outLine,1,KW202-00031,tabia,362.37,362.6600,,,,,MISS
swahili,BABEL_OP2_202_59091_20140130_225624_outLine,1,KW202-00031,tabia,217.71,217.9900,217.68,218.02,0.129688409054,YES,CORR
swahili,BABEL_OP2_202_59091_20140130_225624_outLine,1,KW202-00031,tabia,213.72,214.0800,,,,,MISS
swahili,BABEL_OP2_202_68384_20131031_003533_outLine,1,KW202-00031,tabia,103.72,104.0300,103.73,104.06,0.165858184097,YES,CORR
swahili,BABEL_OP2_202_68384_20131031_003533_outLine,1,KW202-00031,tabia,562.97,563.4200,562.99,563.42,0.165184500617,YES,CORR
swahili,BABEL_OP2_202_18766_20140218_222017_inLine,1,KW202-00031,tabia,362.14,362.3900,,,,,MISS
swahili,BABEL_OP2_202_75993_20140115_210258_inLine,1,KW202-00031,tabia,555.53,556.0300,555.54,556.04,0.165599533203,YES,CORR
swahili,BABEL_OP2_202_59091_20140130_225624_inLine,1,KW202-00031,tabia,215.57,215.8500,,,,,MISS
swahili,BABEL_OP2_202_25242_20131203_015232_inLine,1,KW202-00031,tabia,561.57,561.9900,561.57,562.02,0.165599533203,YES,CORR
swahili,BABEL_OP2_202_68384_20131031_003533_inLine,1,KW202-00031,tabia,108.17,108.7100,108.18,108.73,0.164919043121,YES,CORR
swahili,BABEL_OP2_202_68384_20131031_003533_inLine,1,KW202-00031,tabia,121.64,121.9300,,,,,MISS
swahili,BABEL_OP2_202_15420_20140210_010333_outLine,1,KW202-00031,tabia,,,426.07,426.42,0.0431507967043,YES,FA
swahili,BABEL_OP2_202_47405_20131215_233528_inLine,1,KW202-00032,sitarudi,123.17,123.6100,,,,,MISS
swahili,BABEL_OP2_202_32287_20131207_203757_outLine,1,KW202-00032,sitarudi,,,255.22,255.96,0.073173593245,YES,FA
swahili,BABEL_OP2_202_46169_20131128_183232_outLine,1,KW202-00032,sitarudi,,,103.36,103.87,0.0360857089196,YES,FA
swahili,BABEL_OP2_202_90080_20140319_222809_outLine,1,KW202-00032,sitarudi,,,142.75,143.84,0.0612762725976,YES,FA
swahili,BABEL_OP2_202_55042_20131217_033729_inLine,1,KW202-00032,sitarudi,,,352.53,353.45,0.0329524935337,YES,FA
swahili,BABEL_OP2_202_92740_20130923_235638_outLine,1,KW202-00032,sitarudi,,,363.29,363.78,0.0325456832761,YES,FA
swahili,BABEL_OP2_202_92740_20130923_235638_outLine,1,KW202-00032,sitarudi,,,364.24,364.8,0.0292096173346,YES,FA
swahili,BABEL_OP2_202_48844_20130108_190416_inLine,1,KW202-00032,sitarudi,,,290.83,291.35,0.063442312309,YES,FA
swahili,BABEL_OP2_202_48844_20130108_190416_inLine,1,KW202-00032,sitarudi,,,291.35,291.83,0.0861377895057,YES,FA
swahili,BABEL_OP2_202_29663_20131208_035816_outLine,1,KW202-00032,sitarudi,,,200.25,200.77,0.0391601395454,YES,FA
swahili,BABEL_OP2_202_44478_20131011_041636_outLine,1,KW202-00032,sitarudi,,,122.66,123.14,0.112634188231,YES,FA
swahili,BABEL_OP2_202_24239_20140206_191516_inLine,1,KW202-00032,sitarudi,,,456.56,457.12,0.0218893742295,YES,FA
swahili,BABEL_OP2_202_72040_20131002_213605_outLine,1,KW202-00032,sitarudi,,,399.59,400.34,0.0864447765859,YES,FA
swahili,BABEL_OP2_202_90080_20140319_222809_inLine,1,KW202-00032,sitarudi,,,171.33,172.38,0.0241607828503,YES,FA
swahili,BABEL_OP2_202_29633_20131009_175514_inLine,1,KW202-00032,sitarudi,,,553.8,554.51,0.0439034658114,YES,FA
swahili,BABEL_OP2_202_68924_20130924_231821_outLine,1,KW202-00032,sitarudi,,,79.61,80.66,0.105240248508,YES,FA
swahili,BABEL_OP2_202_25242_20131203_015232_inLine,1,KW202-00032,sitarudi,,,596.54,597.22,0.0381465029599,YES,FA
swahili,BABEL_OP2_202_63336_20140129_004138_outLine,1,KW202-00032,sitarudi,,,58.0,58.66,0.113597050558,YES,FA
swahili,BABEL_OP2_202_54046_20140121_184347_outLine,1,KW202-00033,amenipigia,175.05,175.6400,175.05,175.68,0.183928377814,YES,CORR
swahili,BABEL_OP2_202_92740_20130923_235638_outLine,1,KW202-00033,amenipigia,310.15,310.8600,310.15,310.86,0.200444310452,YES,CORR
swahili,BABEL_OP2_202_92740_20130923_235638_outLine,1,KW202-00033,amenipigia,310.86,311.4500,310.86,311.46,0.204358561097,YES,CORR
swahili,BABEL_OP2_202_63787_20130108_202518_outLine,1,KW202-00033,amenipigia,324.10,324.7600,324.25,324.79,0.174216177713,YES,CORR
swahili,BABEL_OP2_202_63787_20130108_202518_outLine,1,KW202-00033,amenipigia,290.80,291.3900,290.84,291.42,0.050691055553,YES,CORR
swahili,BABEL_OP2_202_63787_20130108_202518_outLine,1,KW202-00033,amenipigia,277.34,278.6400,,,,,MISS
swahili,BABEL_OP2_202_63787_20130108_202518_outLine,1,KW202-00033,amenipigia,,,323.44,324.25,0.0760156533427,YES,FA
swahili,BABEL_OP2_202_92740_20130923_235638_inLine,1,KW202-00033,amenipigia,,,210.8,211.41,0.110345864029,YES,FA
swahili,BABEL_OP2_202_46169_20131128_183232_inLine,1,KW202-00034,ilipita,100.51,101.1100,,,,,MISS
swahili,BABEL_OP2_202_88260_20130227_194941_inLine,1,KW202-00034,ilipita,,,521.3,521.76,0.0277765168431,YES,FA
swahili,BABEL_OP2_202_88661_20130801_192922_outLine,1,KW202-00034,ilipita,,,436.42,437.04,0.0741605829468,YES,FA
swahili,BABEL_OP2_202_68924_20130924_231821_inLine,1,KW202-00034,ilipita,,,324.67,325.48,0.0407618483195,YES,FA
swahili,BABEL_OP2_202_68924_20130924_231821_inLine,1,KW202-00034,ilipita,,,333.33,334.03,0.0752124406297,YES,FA
swahili,BABEL_OP2_202_55042_20131217_033729_inLine,1,KW202-00034,ilipita,,,336.01,336.58,0.0165006464473,YES,FA
swahili,BABEL_OP2_202_77990_20131007_063102_inLine,1,KW202-00034,ilipita,,,251.04,251.75,0.0834523222149,YES,FA
swahili,BABEL_OP2_202_48844_20130108_190416_inLine,1,KW202-00034,ilipita,,,164.46,164.96,0.107169679592,YES,FA
swahili,BABEL_OP2_202_48844_20130108_190416_inLine,1,KW202-00034,ilipita,,,193.16,193.63,0.107042181691,YES,FA
swahili,BABEL_OP2_202_48844_20130108_190416_inLine,1,KW202-00034,ilipita,,,194.26,194.72,0.0912522261298,YES,FA
swahili,BABEL_OP2_202_48844_20130108_190416_inLine,1,KW202-00034,ilipita,,,441.53,442.22,0.0339607145994,YES,FA
swahili,BABEL_OP2_202_39893_20140115_023429_inLine,1,KW202-00034,ilipita,,,524.54,525.05,0.0802545429645,YES,FA
swahili,BABEL_OP2_202_24290_20140219_000423_inLine,1,KW202-00034,ilipita,,,342.37,342.86,0.0944494558203,YES,FA
swahili,BABEL_OP2_202_77990_20131007_063102_outLine,1,KW202-00034,ilipita,,,40.59,41.42,0.0215836360401,YES,FA
swahili,BABEL_OP2_202_72040_20131002_213605_outLine,1,KW202-00034,ilipita,,,207.72,208.07,0.0411107089554,YES,FA
swahili,BABEL_OP2_202_55902_20140121_230205_inLine,1,KW202-00034,ilipita,,,477.81,478.48,0.0164431624799,YES,FA
swahili,BABEL_OP2_202_68384_20131031_003533_inLine,1,KW202-00034,ilipita,,,200.24,200.71,0.0395285259517,YES,FA
swahili,BABEL_OP2_202_66822_20130219_225918_inLine,1,KW202-00034,ilipita,,,18.24,19.21,0.0493408083741,YES,FA
swahili,BABEL_OP2_202_77990_20131007_063102_inLine,1,KW202-00035,pack hawakukupea,17.02,17.8300,,,,,MISS
swahili,BABEL_OP2_202_63787_20130108_202518_inLine,1,KW202-00036,aunty,149.93,150.1400,149.96,150.19,0.752924750517,YES,CORR
swahili,BABEL_OP2_202_66177_20140201_213827_outLine,1,KW202-00036,aunty,175.04,175.3500,,,,,MISS
swahili,BABEL_OP2_202_66177_20140201_213827_outLine,1,KW202-00036,aunty,,,238.94,239.38,0.247075249483,YES,FA
swahili,BABEL_OP2_202_54046_20140121_184347_outLine,1,KW202-00036,aunty,304.77,305.0500,,,,,MISS
swahili,BABEL_OP2_202_54046_20140121_184347_outLine,1,KW202-00036,aunty,242.13,242.3500,,,,,MISS
swahili,BABEL_OP2_202_38588_20130228_211322_inLine,1,KW202-00036,aunty,199.73,200.2900,,,,,MISS
swahili,BABEL_OP2_202_29663_20131208_035816_outLine,1,KW202-00036,aunty,74.64,75.1300,,,,,MISS
swahili,BABEL_OP2_202_29663_20131208_035816_outLine,1,KW202-00036,aunty,69.33,69.8200,,,,,MISS
swahili,BABEL_OP2_202_47405_20131215_233528_outLine,1,KW202-00036,aunty,205.08,205.3100,,,,,MISS
swahili,BABEL_OP2_202_47405_20131215_233528_outLine,1,KW202-00036,aunty,208.17,208.5000,,,,,MISS
swahili,BABEL_OP2_202_47405_20131215_233528_outLine,1,KW202-00036,aunty,202.96,203.4500,,,,,MISS
swahili,BABEL_OP2_202_54046_20140121_184347_inLine,1,KW202-00036,aunty,250.66,250.9300,,,,,MISS
swahili,BABEL_OP2_202_45459_20131012_022245_inLine,1,KW202-00037,mnapata,423.25,423.8000,,,,,MISS
swahili,BABEL_OP2_202_14814_20140205_210842_outLine,1,KW202-00037,mnapata,,,202.08,202.99,0.0292613822918,YES,FA
