language,file,channel,termid,term,ref_bt,ref_et,sys_bt,sys_et,sys_score,sys_decision,alignment
swahili,BABEL_OP2_202_52265_20140123_235252_inLine,1,KW202-00010,utoke,,,487.6,487.91,0.248884972945,YES,FA
swahili,BABEL_OP2_202_84177_20131208_021104_outLine,1,KW202-00010,utoke,,,493.58,494.04,0.143450835409,YES,FA
swahili,BABEL_OP2_202_68384_20131031_003533_outLine,1,KW202-00011,kupanga,451.73,452.4800,451.75,452.47,2.0,YES,CORR
swahili,BABEL_OP2_202_15420_20140210_010333_inLine,1,KW202-00012,naendelea kungoja,167.89,168.9700,167.9,169.24,1.0,YES,CORR
swahili,BABEL_OP2_202_15420_20140210_010333_inLine,1,KW202-00012,naendelea kungoja,169.82,170.6500,,,,,MISS
swahili,BABEL_OP2_202_39893_20140115_023429_inLine,1,KW202-00013,akimea pembe,153.17,153.9600,,,,,MISS
swahili,BABEL_OP2_202_92740_20130923_235638_outLine,1,KW202-00013,akimea pembe,,,319.32,320.11,1.0,YES,FA
swahili,BABEL_OP2_202_73301_20140226_185528_outLine,1,KW202-00014,uchukue fimbo,437.06,437.9600,437.07,438.04,2.0,YES,CORR
swahili,BABEL_OP2_202_63084_20130801_015957_inLine,1,KW202-00015,eliza,273.13,273.4200,,,,,MISS
swahili,BABEL_OP2_202_73819_20130911_163458_inLine,1,KW202-00015,eliza,,,326.37,326.77,0.113974596067,YES,FA
swahili,BABEL_OP2_202_55042_20131217_033729_inLine,1,KW202-00015,eliza,,,590.95,591.53,0.442299378813,YES,FA
swahili,BABEL_OP2_202_55042_20131217_033729_inLine,1,KW202-00015,eliza,,,591.53,592.2,0.44372602512,YES,FA
swahili,BABEL_OP2_202_88661_20130801_192922_outLine,1,KW202-00016,tuongezee,314.95,315.6000,314.95,315.85,0.617966347024,YES,CORR
swahili,BABEL_OP2_202_66177_20140201_213827_inLine,1,KW202-00016,tuongezee,,,507.86,508.51,1.2770749911,YES,FA
swahili,BABEL_OP2_202_45459_20131012_022245_outLine,1,KW202-00018,not show up,159.76,160.2100,,,,,MISS
swahili,BABEL_OP2_202_46169_20131128_184600_outLine,1,KW202-00019,x wanasemaje,33.26,34.2200,,,,,MISS
swahili,BABEL_OP2_202_46169_20131128_183232_outLine,1,KW202-00019,x wanasemaje,,,27.81,28.7,1.0,YES,FA
swahili,BABEL_OP2_202_75993_20140115_210258_inLine,1,KW202-00020,shosho,517.09,517.4900,517.1,517.52,0.523278985069,YES,CORR
swahili,BABEL_OP2_202_69964_20131012_170534_inLine,1,KW202-00020,shosho,26.23,26.7400,26.25,26.73,1.10167999979,YES,CORR
swahili,BABEL_OP2_202_66822_20130219_225918_outLine,1,KW202-00020,shosho,,,12.97,13.38,0.127215808235,YES,FA
swahili,BABEL_OP2_202_63336_20140129_004138_inLine,1,KW202-00021,aliteremka,74.69,75.5100,,,,,MISS
swahili,BABEL_OP2_202_63336_20140129_004138_inLine,1,KW202-00021,aliteremka,75.51,76.5800,,,,,MISS
swahili,BABEL_OP2_202_55106_20131215_030617_outLine,1,KW202-00021,aliteremka,,,466.67,467.23,0.476470533026,YES,FA
swahili,BABEL_OP2_202_55106_20131215_030617_outLine,1,KW202-00021,aliteremka,,,478.42,478.94,0.523529466974,YES,FA
swahili,BABEL_OP2_202_73258_20130215_190454_outLine,1,KW202-00022,rachael,316.55,317.1100,,,,,MISS
swahili,BABEL_OP2_202_59091_20140130_225624_outLine,1,KW202-00022,rachael,,,419.86,420.31,1.0,YES,FA
swahili,BABEL_OP2_202_12635_20131101_212012_outLine,1,KW202-00023,inaniambia,22.13,22.6000,22.13,22.59,1.72617676426,YES,CORR
swahili,BABEL_OP2_202_12635_20131101_212012_outLine,1,KW202-00023,inaniambia,,,29.35,30.19,0.273823235738,YES,FA
swahili,BABEL_OP2_202_29633_20131009_175514_outLine,1,KW202-00024,ulimcall akashika,290.96,292.2100,,,,,MISS
swahili,BABEL_OP2_202_44309_20140220_184116_inLine,1,KW202-00024,ulimcall akashika,,,503.22,504.37,1.0,YES,FA
swahili,BABEL_OP2_202_17115_20140218_210921_outLine,1,KW202-00026,umeona,444.65,445.2100,444.67,445.21,0.556689937055,YES,CORR
swahili,BABEL_OP2_202_73258_20130215_190454_outLine,1,KW202-00026,umeona,43.48,43.7600,,,,,MISS
swahili,BABEL_OP2_202_73258_20130215_190454_outLine,1,KW202-00026,umeona,,,388.34,388.74,0.159639987368,YES,FA
swahili,BABEL_OP2_202_73258_20130215_190454_outLine,1,KW202-00026,umeona,,,387.38,388.34,0.180706692238,YES,FA
swahili,BABEL_OP2_202_18766_20140218_222017_inLine,1,KW202-00026,umeona,241.26,241.4700,,,,,MISS
swahili,BABEL_OP2_202_18766_20140218_222017_inLine,1,KW202-00026,umeona,,,272.04,272.42,0.420123369504,YES,FA
swahili,BABEL_OP2_202_92740_20130923_235638_inLine,1,KW202-00026,umeona,38.24,38.5900,,,,,MISS
swahili,BABEL_OP2_202_32287_20131207_203757_outLine,1,KW202-00026,umeona,,,270.43,270.75,0.0705863499088,YES,FA
swahili,BABEL_OP2_202_92740_20130923_235638_outLine,1,KW202-00026,umeona,,,557.62,557.93,0.0810276783175,YES,FA
swahili,BABEL_OP2_202_92740_20130923_235638_outLine,1,KW202-00026,umeona,,,557.93,558.66,0.0580559192364,YES,FA
swahili,BABEL_OP2_202_25242_20131203_015232_outLine,1,KW202-00026,umeona,,,106.49,107.33,0.473170066372,YES,FA
swahili,BABEL_OP2_202_45459_20131012_022245_inLine,1,KW202-00027,henry unakuwanga,442.11,442.7700,,,,,MISS
swahili,BABEL_OP2_202_59549_20131003_204655_inLine,1,KW202-00027,henry unakuwanga,,,241.39,242.13,0.752149699319,YES,FA
swahili,BABEL_OP2_202_92740_20130923_235638_outLine,1,KW202-00027,henry unakuwanga,,,379.24,380.91,0.247850300681,YES,FA
swahili,BABEL_OP2_202_52265_20140123_235252_inLine,1,KW202-00028,tusaidiwe,268.51,269.7400,,,,,MISS
swahili,BABEL_OP2_202_61440_20140128_015556_outLine,1,KW202-00028,tusaidiwe,,,449.16,449.75,1.0,YES,FA
swahili,BABEL_OP2_202_69964_20131012_170534_inLine,1,KW202-00029,tumboga,559.67,560.4500,,,,,MISS
swahili,BABEL_OP2_202_25242_20131203_015232_inLine,1,KW202-00029,tumboga,,,173.59,174.08,1.0,YES,FA
swahili,BABEL_OP2_202_27478_20140209_224101_outLine,1,KW202-00030,atamtendea,138.31,139.1800,138.3,139.21,1.0,YES,CORR
swahili,BABEL_OP2_202_18766_20140218_222017_outLine,1,KW202-00031,tabia,362.37,362.6600,,,,,MISS
swahili,BABEL_OP2_202_59091_20140130_225624_outLine,1,KW202-00031,tabia,217.71,217.9900,217.68,218.02,0.27594746366,YES,CORR
swahili,BABEL_OP2_202_59091_20140130_225624_outLine,1,KW202-00031,tabia,213.72,214.0800,,,,,MISS
swahili,BABEL_OP2_202_68384_20131031_003533_outLine,1,KW202-00031,tabia,103.72,104.0300,103.73,104.06,0.318745035208,YES,CORR
swahili,BABEL_OP2_202_68384_20131031_003533_outLine,1,KW202-00031,tabia,562.97,563.4200,562.99,563.42,0.31791994991,YES,CORR
swahili,BABEL_OP2_202_18766_20140218_222017_inLine,1,KW202-00031,tabia,362.14,362.3900,,,,,MISS
swahili,BABEL_OP2_202_75993_20140115_210258_inLine,1,KW202-00031,tabia,555.53,556.0300,555.54,556.04,0.318529965969,YES,CORR
swahili,BABEL_OP2_202_59091_20140130_225624_inLine,1,KW202-00031,tabia,215.57,215.8500,,,,,MISS
swahili,BABEL_OP2_202_25242_20131203_015232_inLine,1,KW202-00031,tabia,561.57,561.9900,561.57,562.02,0.318515284851,YES,CORR
swahili,BABEL_OP2_202_68384_20131031_003533_inLine,1,KW202-00031,tabia,108.17,108.7100,108.18,108.73,0.316184611113,YES,CORR
swahili,BABEL_OP2_202_68384_20131031_003533_inLine,1,KW202-00031,tabia,121.64,121.9300,,,,,MISS
swahili,BABEL_OP2_202_15420_20140210_010333_outLine,1,KW202-00031,tabia,,,426.07,426.42,0.0431507967043,YES,FA
swahili,BABEL_OP2_202_47405_20131215_233528_inLine,1,KW202-00032,sitarudi,123.17,123.6100,,,,,MISS
swahili,BABEL_OP2_202_55042_20131217_033729_inLine,1,KW202-00032,sitarudi,,,352.53,353.45,0.200132802308,YES,FA
swahili,BABEL_OP2_202_92740_20130923_235638_outLine,1,KW202-00032,sitarudi,,,363.29,363.78,0.315199657804,YES,FA
swahili,BABEL_OP2_202_92740_20130923_235638_outLine,1,KW202-00032,sitarudi,,,364.24,364.8,0.292876675386,YES,FA
swahili,BABEL_OP2_202_48844_20130108_190416_inLine,1,KW202-00032,sitarudi,,,290.83,291.35,0.46879931254,YES,FA
swahili,BABEL_OP2_202_48844_20130108_190416_inLine,1,KW202-00032,sitarudi,,,291.35,291.83,0.558937057004,YES,FA
swahili,BABEL_OP2_202_24239_20140206_191516_inLine,1,KW202-00032,sitarudi,,,456.56,457.12,0.164054494958,YES,FA
swahili,BABEL_OP2_202_54046_20140121_184347_outLine,1,KW202-00033,amenipigia,175.05,175.6400,175.05,175.68,0.399110548237,YES,CORR
swahili,BABEL_OP2_202_92740_20130923_235638_outLine,1,KW202-00033,amenipigia,310.15,310.8600,310.15,310.86,0.413430754694,YES,CORR
swahili,BABEL_OP2_202_92740_20130923_235638_outLine,1,KW202-00033,amenipigia,310.86,311.4500,310.86,311.46,0.390175273155,YES,CORR
swahili,BABEL_OP2_202_63787_20130108_202518_outLine,1,KW202-00033,amenipigia,290.80,291.3900,290.84,291.42,0.118763397421,YES,CORR
swahili,BABEL_OP2_202_63787_20130108_202518_outLine,1,KW202-00033,amenipigia,324.10,324.7600,324.25,324.79,0.313337895347,YES,CORR
swahili,BABEL_OP2_202_63787_20130108_202518_outLine,1,KW202-00033,amenipigia,277.34,278.6400,,,,,MISS
swahili,BABEL_OP2_202_63787_20130108_202518_outLine,1,KW202-00033,amenipigia,,,323.44,324.25,0.0760156533426,YES,FA
swahili,BABEL_OP2_202_92740_20130923_235638_inLine,1,KW202-00033,amenipigia,,,210.8,211.41,0.110345864029,YES,FA
swahili,BABEL_OP2_202_46169_20131128_183232_inLine,1,KW202-00034,ilipita,100.51,101.1100,,,,,MISS
swahili,BABEL_OP2_202_88260_20130227_194941_inLine,1,KW202-00034,ilipita,,,521.3,521.76,0.563833169306,YES,FA
swahili,BABEL_OP2_202_68924_20130924_231821_inLine,1,KW202-00034,ilipita,,,324.67,325.48,0.435497295992,YES,FA
swahili,BABEL_OP2_202_68924_20130924_231821_inLine,1,KW202-00034,ilipita,,,333.33,334.03,0.523214045411,YES,FA
swahili,BABEL_OP2_202_77990_20131007_063102_inLine,1,KW202-00035,pack hawakukupea,17.02,17.8300,,,,,MISS
swahili,BABEL_OP2_202_63787_20130108_202518_inLine,1,KW202-00036,aunty,149.93,150.1400,149.96,150.19,1.75292475052,YES,CORR
swahili,BABEL_OP2_202_66177_20140201_213827_outLine,1,KW202-00036,aunty,175.04,175.3500,,,,,MISS
swahili,BABEL_OP2_202_66177_20140201_213827_outLine,1,KW202-00036,aunty,,,238.94,239.38,0.247075249483,YES,FA
swahili,BABEL_OP2_202_54046_20140121_184347_outLine,1,KW202-00036,aunty,304.77,305.0500,,,,,MISS
swahili,BABEL_OP2_202_54046_20140121_184347_outLine,1,KW202-00036,aunty,242.13,242.3500,,,,,MISS
swahili,BABEL_OP2_202_38588_20130228_211322_inLine,1,KW202-00036,aunty,199.73,200.2900,,,,,MISS
swahili,BABEL_OP2_202_29663_20131208_035816_outLine,1,KW202-00036,aunty,74.64,75.1300,,,,,MISS
swahili,BABEL_OP2_202_29663_20131208_035816_outLine,1,KW202-00036,aunty,69.33,69.8200,,,,,MISS
swahili,BABEL_OP2_202_47405_20131215_233528_outLine,1,KW202-00036,aunty,205.08,205.3100,,,,,MISS
swahili,BABEL_OP2_202_47405_20131215_233528_outLine,1,KW202-00036,aunty,208.17,208.5000,,,,,MISS
swahili,BABEL_OP2_202_47405_20131215_233528_outLine,1,KW202-00036,aunty,202.96,203.4500,,,,,MISS
swahili,BABEL_OP2_202_54046_20140121_184347_inLine,1,KW202-00036,aunty,250.66,250.9300,,,,,MISS
swahili,BABEL_OP2_202_45459_20131012_022245_inLine,1,KW202-00037,mnapata,423.25,423.8000,,,,,MISS
swahili,BABEL_OP2_202_14814_20140205_210842_outLine,1,KW202-00037,mnapata,,,202.08,202.99,0.0368925004063,YES,FA
swahili,BABEL_OP2_202_72040_20131002_213605_outLine,1,KW202-00037,mnapata,,,396.63,397.19,0.0142433360839,YES,FA
swahili,BABEL_OP2_202_17115_20140218_210921_outLine,1,KW202-00037,mnapata,,,356.21,356.61,0.0531930889166,YES,FA
swahili,BABEL_OP2_202_17115_20140218_210921_outLine,1,KW202-00037,mnapata,,,476.41,477.1,0.0783305268418,YES,FA
swahili,BABEL_OP2_202_52265_20140123_235252_outLine,1,KW202-00037,mnapata,,,320.79,321.33,0.0531781113467,YES,FA
swahili,BABEL_OP2_202_52265_20140123_235252_outLine,1,KW202-00037,mnapata,,,322.2,322.7,0.0375127382151,YES,FA
swahili,BABEL_OP2_202_46681_20130109_191412_inLine,1,KW202-00037,mnapata,,,433.09,433.59,0.0189886462532,YES,FA
swahili,BABEL_OP2_202_25085_20140219_185114_outLine,1,KW202-00037,mnapata,,,203.05,203.44,0.0707604470006,YES,FA
swahili,BABEL_OP2_202_25085_20140219_185114_outLine,1,KW202-00037,mnapata,,,205.36,205.94,0.0810128431829,YES,FA
swahili,BABEL_OP2_202_25085_20140219_185114_outLine,1,KW202-00037,mnapata,,,451.88,452.22,0.060347457986,YES,FA
swahili,BABEL_OP2_202_25085_20140219_185114_outLine,1,KW202-00037,mnapata,,,469.75,470.06,0.0353978221449,YES,FA
swahili,BABEL_OP2_202_25085_20140219_185114_outLine,1,KW202-00037,mnapata,,,474.73,475.05,0.0187688920201,YES,FA
swahili,BABEL_OP2_202_63484_20140128_234153_outLine,1,KW202-00037,mnapata,,,175.66,176.19,0.071781834055,YES,FA
swahili,BABEL_OP2_202_92740_20130923_235638_outLine,1,KW202-00037,mnapata,,,402.0,403.27,0.0404303688202,YES,FA
swahili,BABEL_OP2_202_54046_20140121_184347_outLine,1,KW202-00037,mnapata,,,387.86,388.31,0.0730346245635,YES,FA
swahili,BABEL_OP2_202_69964_20131012_170534_inLine,1,KW202-00037,mnapata,,,559.11,559.68,0.0787697856818,YES,FA
swahili,BABEL_OP2_202_29663_20131208_035816_outLine,1,KW202-00037,mnapata,,,528.4,528.89,0.0186985806506,YES,FA
swahili,BABEL_OP2_202_63084_20130801_015957_outLine,1,KW202-00037,mnapata,,,393.85,394.34,0.0234617806949,YES,FA
swahili,BABEL_OP2_202_82637_20121227_193227_inLine,1,KW202-00037,mnapata,,,169.62,170.1,0.021562957674,YES,FA
swahili,BABEL_OP2_202_44309_20140220_184116_inLine,1,KW202-00037,mnapata,,,441.51,442.01,0.0490847415092,YES,FA
swahili,BABEL_OP2_202_90080_20140319_222809_inLine,1,KW202-00038,umefikisha,535.11,535.7100,,,,,MISS
swahili,BABEL_OP2_202_82637_20121227_193227_inLine,1,KW202-00038,umefikisha,,,193.0,193.69,2.0,YES,FA
swahili,BABEL_OP2_202_61440_20140128_015556_outLine,1,KW202-00039,naivasha,29.33,30.1000,29.34,30.07,1.0,YES,CORR
swahili,BABEL_OP2_202_63084_20130801_015957_outLine,1,KW202-00040,eager kukam,236.41,237.0600,,,,,MISS
swahili,BABEL_OP2_202_29663_20131208_035816_outLine,1,KW202-00040,eager kukam,,,164.87,165.69,1.0,YES,FA
swahili,BABEL_OP2_202_45459_20131012_022245_inLine,1,KW202-00041,haukula,220.47,220.7900,,,,,MISS
swahili,BABEL_OP2_202_25085_20140219_185114_inLine,1,KW202-00041,haukula,,,93.46,94.36,1.0,YES,FA
swahili,BABEL_OP2_202_63604_20121231_193706_outLine,1,KW202-00042,pastor,116.33,116.9000,,,,,MISS
swahili,BABEL_OP2_202_77990_20131007_063102_outLine,1,KW202-00042,pastor,,,233.9,234.55,0.422949667478,YES,FA
swahili,BABEL_OP2_202_77990_20131007_063102_outLine,1,KW202-00042,pastor,,,238.12,238.54,0.577050332522,YES,FA
swahili,BABEL_OP2_202_39893_20140115_023429_inLine,1,KW202-00043,kunigonga,443.93,444.3300,,,,,MISS
swahili,BABEL_OP2_202_92740_20130923_235638_inLine,1,KW202-00043,kunigonga,,,213.36,213.92,2.0,YES,FA
swahili,BABEL_OP2_202_92740_20130923_235638_outLine,1,KW202-00044,hataki kusikia,179.10,179.7400,179.13,179.73,2.0,YES,CORR
swahili,BABEL_OP2_202_92740_20130923_235638_outLine,1,KW202-00044,hataki kusikia,178.07,178.5700,,,,,MISS
swahili,BABEL_OP2_202_73819_20130911_163458_inLine,1,KW202-00045,eunice,285.96,286.5100,,,,,MISS
swahili,BABEL_OP2_202_60650_20131126_234235_inLine,1,KW202-00045,eunice,,,271.89,272.19,1.0,YES,FA
swahili,BABEL_OP2_202_63484_20140128_234153_outLine,1,KW202-00046,ulipe rent,359.52,360.6400,359.52,360.31,1.0,YES,CORR
swahili,BABEL_OP2_202_27478_20140209_224101_inLine,1,KW202-00047,rohoni,563.43,563.7600,,,,,MISS
swahili,BABEL_OP2_202_88260_20130227_194941_inLine,1,KW202-00047,rohoni,,,296.4,297.18,0.207652407824,YES,FA
swahili,BABEL_OP2_202_88260_20130227_194941_inLine,1,KW202-00047,rohoni,,,299.94,301.04,0.138684532585,YES,FA
swahili,BABEL_OP2_202_88260_20130227_194941_inLine,1,KW202-00047,rohoni,,,306.14,307.24,0.177158128293,YES,FA
swahili,BABEL_OP2_202_88661_20130801_192922_outLine,1,KW202-00047,rohoni,,,481.3,481.95,0.0509823598133,YES,FA
swahili,BABEL_OP2_202_24239_20140206_191516_outLine,1,KW202-00047,rohoni,,,81.18,81.75,0.16217222886,YES,FA
swahili,BABEL_OP2_202_39893_20140115_023429_outLine,1,KW202-00047,rohoni,,,362.12,362.61,0.0760300188113,YES,FA
swahili,BABEL_OP2_202_53957_20131031_012125_outLine,1,KW202-00047,rohoni,,,314.42,314.86,0.187320323814,YES,FA
swahili,BABEL_OP2_202_14814_20140205_210842_inLine,1,KW202-00048,kosa kuleta faida,442.39,443.8900,,,,,MISS
swahili,BABEL_OP2_202_66177_20140201_213827_outLine,1,KW202-00049,tutaonana jioni,477.07,478.4800,477.21,478.51,2.0,YES,CORR
swahili,BABEL_OP2_202_46681_20130109_191412_outLine,1,KW202-00050,wakenya,509.46,510.0800,,,,,MISS
swahili,BABEL_OP2_202_44309_20140220_184116_outLine,1,KW202-00050,wakenya,417.51,418.0100,417.62,418.03,1.80493168846,YES,CORR
swahili,BABEL_OP2_202_24239_20140206_191516_outLine,1,KW202-00051,muda mrefu,535.14,535.7800,535.16,535.79,0.668019149233,YES,CORR
swahili,BABEL_OP2_202_17115_20140218_210921_inLine,1,KW202-00051,muda mrefu,39.34,39.9900,39.38,39.97,0.46677648196,YES,CORR
swahili,BABEL_OP2_202_24239_20140206_191516_inLine,1,KW202-00051,muda mrefu,538.13,538.9000,,,,,MISS
swahili,BABEL_OP2_202_69964_20131012_170534_inLine,1,KW202-00052,kukumbusha,429.92,430.7500,,,,,MISS
swahili,BABEL_OP2_202_92740_20130923_235638_outLine,1,KW202-00052,kukumbusha,,,346.78,347.29,1.0,YES,FA
swahili,BABEL_OP2_202_63484_20140128_234153_outLine,1,KW202-00053,nitarudi,336.43,336.8300,,,,,MISS
swahili,BABEL_OP2_202_48844_20130108_190416_inLine,1,KW202-00053,nitarudi,291.15,291.8000,291.35,291.83,0.558937057004,YES,CORR
swahili,BABEL_OP2_202_48844_20130108_190416_inLine,1,KW202-00053,nitarudi,,,290.83,291.35,0.46879931254,YES,FA
swahili,BABEL_OP2_202_24239_20140206_191516_inLine,1,KW202-00053,nitarudi,456.59,457.0800,456.56,457.12,0.164054494958,YES,CORR
swahili,BABEL_OP2_202_55042_20131217_033729_inLine,1,KW202-00053,nitarudi,,,352.53,353.45,0.200132802308,YES,FA
swahili,BABEL_OP2_202_92740_20130923_235638_outLine,1,KW202-00053,nitarudi,,,363.29,363.78,0.315199657804,YES,FA
swahili,BABEL_OP2_202_92740_20130923_235638_outLine,1,KW202-00053,nitarudi,,,364.24,364.8,0.292876675386,YES,FA
swahili,BABEL_OP2_202_18766_20140218_222017_inLine,1,KW202-00054,gor umewaona,271.83,272.3900,,,,,MISS
swahili,BABEL_OP2_202_59549_20131003_204655_inLine,1,KW202-00054,gor umewaona,,,207.97,208.69,1.0,YES,FA
swahili,BABEL_OP2_202_73258_20130215_190454_outLine,1,KW202-00055,ngai woiye ngai,51.36,53.5300,51.44,54.1,1.0,YES,CORR
swahili,BABEL_OP2_202_17115_20140218_210921_outLine,1,KW202-00056,in fact,184.68,185.1500,184.69,185.16,1.70362443246,YES,CORR
swahili,BABEL_OP2_202_55042_20131217_033729_inLine,1,KW202-00056,in fact,171.23,171.6500,,,,,MISS
swahili,BABEL_OP2_202_63336_20140129_004138_inLine,1,KW202-00057,mbili hivi,379.58,380.4000,,,,,MISS
swahili,BABEL_OP2_202_63084_20130801_015957_inLine,1,KW202-00057,mbili hivi,172.25,172.8900,,,,,MISS
