language,file,channel,termid,term,ref_bt,ref_et,sys_bt,sys_et,sys_score,sys_decision,alignment
swahili,BABEL_OP2_202_18766_20140218_222017_outLine,1,KW202-00008,wiki mbili,532.08,532.7400,532.09,532.84,0.158018020293,YES,CORR
swahili,BABEL_OP2_202_18766_20140218_222017_outLine,1,KW202-00008,wiki mbili,66.43,67.0400,,,,,MISS
swahili,BABEL_OP2_202_32287_20131207_203757_outLine,1,KW202-00008,wiki mbili,282.97,283.7200,283.0,283.73,0.151195283124,YES,CORR
swahili,BABEL_OP2_202_63336_20140129_004138_inLine,1,KW202-00008,wiki mbili,190.43,191.3600,190.45,191.43,0.152778010583,YES,CORR
swahili,BABEL_OP2_202_59091_20140130_225624_outLine,1,KW202-00008,wiki mbili,433.42,434.1100,433.43,434.16,0.186794225237,YES,CORR
swahili,BABEL_OP2_202_18766_20140218_222017_inLine,1,KW202-00008,wiki mbili,69.35,69.7800,,,,,MISS
swahili,BABEL_OP2_202_32287_20131207_203757_inLine,1,KW202-00008,wiki mbili,281.43,282.0300,281.43,282.01,0.186028510339,YES,CORR
swahili,BABEL_OP2_202_75993_20140115_210258_outLine,1,KW202-00008,wiki mbili,497.82,498.3800,497.84,498.4,0.147249983286,YES,CORR
swahili,BABEL_OP2_202_29633_20131009_175514_inLine,1,KW202-00008,wiki mbili,,,144.2,144.95,0.0179359671383,YES,FA
swahili,BABEL_OP2_202_59549_20131003_204655_outLine,1,KW202-00009,waliniambia,154.05,155.1500,154.07,155.04,1.0,YES,CORR
swahili,BABEL_OP2_202_55106_20131215_030617_outLine,1,KW202-00009,waliniambia,19.55,20.0200,,,,,MISS
swahili,BABEL_OP2_202_16249_20131202_232723_outLine,1,KW202-00010,utoke,301.49,301.8000,,,,,MISS
swahili,BABEL_OP2_202_92740_20130923_235638_outLine,1,KW202-00010,utoke,,,232.65,232.91,0.460252425169,YES,FA
swahili,BABEL_OP2_202_25242_20131203_015232_outLine,1,KW202-00010,utoke,,,88.28,88.89,0.147411766477,YES,FA
swahili,BABEL_OP2_202_52265_20140123_235252_inLine,1,KW202-00010,utoke,,,487.6,487.91,0.248884972945,YES,FA
swahili,BABEL_OP2_202_84177_20131208_021104_outLine,1,KW202-00010,utoke,,,493.58,494.04,0.143450835409,YES,FA
swahili,BABEL_OP2_202_68384_20131031_003533_outLine,1,KW202-00011,kupanga,451.73,452.4800,451.75,452.47,1.0,YES,CORR
swahili,BABEL_OP2_202_15420_20140210_010333_inLine,1,KW202-00012,naendelea kungoja,167.89,168.9700,167.9,169.24,1.0,YES,CORR
swahili,BABEL_OP2_202_15420_20140210_010333_inLine,1,KW202-00012,naendelea kungoja,169.82,170.6500,,,,,MISS
swahili,BABEL_OP2_202_39893_20140115_023429_inLine,1,KW202-00013,akimea pembe,153.17,153.9600,,,,,MISS
swahili,BABEL_OP2_202_54046_20140121_184347_outLine,1,KW202-00013,akimea pembe,,,501.05,501.7,0.0854014093943,YES,FA
swahili,BABEL_OP2_202_92740_20130923_235638_outLine,1,KW202-00013,akimea pembe,,,319.32,320.11,0.914598590606,YES,FA
swahili,BABEL_OP2_202_73301_20140226_185528_outLine,1,KW202-00014,uchukue fimbo,437.06,437.9600,437.07,438.04,1.0,YES,CORR
swahili,BABEL_OP2_202_63084_20130801_015957_inLine,1,KW202-00015,eliza,273.13,273.4200,,,,,MISS
swahili,BABEL_OP2_202_73819_20130911_163458_inLine,1,KW202-00015,eliza,,,326.37,326.77,0.113974596067,YES,FA
swahili,BABEL_OP2_202_55042_20131217_033729_inLine,1,KW202-00015,eliza,,,590.95,591.53,0.442299378813,YES,FA
swahili,BABEL_OP2_202_55042_20131217_033729_inLine,1,KW202-00015,eliza,,,591.53,592.2,0.44372602512,YES,FA
swahili,BABEL_OP2_202_88661_20130801_192922_outLine,1,KW202-00016,tuongezee,314.95,315.6000,314.95,315.85,0.617966347024,YES,CORR
swahili,BABEL_OP2_202_66177_20140201_213827_inLine,1,KW202-00016,tuongezee,,,507.86,508.51,0.382033652976,YES,FA
swahili,BABEL_OP2_202_45459_20131012_022245_outLine,1,KW202-00018,not show up,159.76,160.2100,,,,,MISS
swahili,BABEL_OP2_202_46169_20131128_184600_outLine,1,KW202-00019,x wanasemaje,33.26,34.2200,,,,,MISS
swahili,BABEL_OP2_202_46169_20131128_183232_outLine,1,KW202-00019,x wanasemaje,,,27.81,28.7,1.0,YES,FA
swahili,BABEL_OP2_202_75993_20140115_210258_inLine,1,KW202-00020,shosho,517.09,517.4900,517.1,517.52,0.523278985069,YES,CORR
swahili,BABEL_OP2_202_69964_20131012_170534_inLine,1,KW202-00020,shosho,26.23,26.7400,26.25,26.73,0.349505206696,YES,CORR
swahili,BABEL_OP2_202_66822_20130219_225918_outLine,1,KW202-00020,shosho,,,12.97,13.38,0.127215808235,YES,FA
swahili,BABEL_OP2_202_63336_20140129_004138_inLine,1,KW202-00021,aliteremka,75.51,76.5800,,,,,MISS
swahili,BABEL_OP2_202_63336_20140129_004138_inLine,1,KW202-00021,aliteremka,74.69,75.5100,,,,,MISS
swahili,BABEL_OP2_202_55106_20131215_030617_outLine,1,KW202-00021,aliteremka,,,466.67,467.23,0.476470533026,YES,FA
swahili,BABEL_OP2_202_55106_20131215_030617_outLine,1,KW202-00021,aliteremka,,,478.42,478.94,0.523529466974,YES,FA
swahili,BABEL_OP2_202_73258_20130215_190454_outLine,1,KW202-00022,rachael,316.55,317.1100,,,,,MISS
swahili,BABEL_OP2_202_59091_20140130_225624_outLine,1,KW202-00022,rachael,,,419.86,420.31,1.0,YES,FA
swahili,BABEL_OP2_202_12635_20131101_212012_outLine,1,KW202-00023,inaniambia,22.13,22.6000,22.13,22.59,0.726176764262,YES,CORR
swahili,BABEL_OP2_202_12635_20131101_212012_outLine,1,KW202-00023,inaniambia,,,29.35,30.19,0.273823235738,YES,FA
swahili,BABEL_OP2_202_29633_20131009_175514_outLine,1,KW202-00024,ulimcall akashika,290.96,292.2100,,,,,MISS
swahili,BABEL_OP2_202_48844_20130108_190416_inLine,1,KW202-00024,ulimcall akashika,,,103.0,103.83,0.105629488689,YES,FA
swahili,BABEL_OP2_202_84177_20131208_021104_outLine,1,KW202-00024,ulimcall akashika,,,147.99,149.33,0.494638731435,YES,FA
swahili,BABEL_OP2_202_44309_20140220_184116_inLine,1,KW202-00024,ulimcall akashika,,,503.22,504.37,0.399731779876,YES,FA
swahili,BABEL_OP2_202_17115_20140218_210921_outLine,1,KW202-00026,umeona,444.65,445.2100,444.67,445.21,0.178659680509,YES,CORR
swahili,BABEL_OP2_202_73258_20130215_190454_outLine,1,KW202-00026,umeona,43.48,43.7600,,,,,MISS
swahili,BABEL_OP2_202_73258_20130215_190454_outLine,1,KW202-00026,umeona,,,387.38,388.34,0.180706692238,YES,FA
swahili,BABEL_OP2_202_73258_20130215_190454_outLine,1,KW202-00026,umeona,,,388.34,388.74,0.159639987368,YES,FA
swahili,BABEL_OP2_202_18766_20140218_222017_inLine,1,KW202-00026,umeona,241.26,241.4700,,,,,MISS
swahili,BABEL_OP2_202_18766_20140218_222017_inLine,1,KW202-00026,umeona,,,272.04,272.42,0.12321232871,YES,FA
swahili,BABEL_OP2_202_92740_20130923_235638_inLine,1,KW202-00026,umeona,38.24,38.5900,,,,,MISS
swahili,BABEL_OP2_202_32287_20131207_203757_outLine,1,KW202-00026,umeona,,,270.43,270.75,0.0705863499088,YES,FA
swahili,BABEL_OP2_202_92740_20130923_235638_outLine,1,KW202-00026,umeona,,,557.62,557.93,0.0810276783175,YES,FA
swahili,BABEL_OP2_202_92740_20130923_235638_outLine,1,KW202-00026,umeona,,,557.93,558.66,0.0580559192364,YES,FA
swahili,BABEL_OP2_202_25242_20131203_015232_outLine,1,KW202-00026,umeona,,,106.49,107.33,0.148111363712,YES,FA
swahili,BABEL_OP2_202_45459_20131012_022245_inLine,1,KW202-00027,henry unakuwanga,442.11,442.7700,,,,,MISS
swahili,BABEL_OP2_202_59549_20131003_204655_inLine,1,KW202-00027,henry unakuwanga,,,241.39,242.13,0.752149699319,YES,FA
swahili,BABEL_OP2_202_92740_20130923_235638_outLine,1,KW202-00027,henry unakuwanga,,,379.24,380.91,0.247850300681,YES,FA
swahili,BABEL_OP2_202_52265_20140123_235252_inLine,1,KW202-00028,tusaidiwe,268.51,269.7400,,,,,MISS
swahili,BABEL_OP2_202_61440_20140128_015556_outLine,1,KW202-00028,tusaidiwe,,,449.16,449.75,1.0,YES,FA
swahili,BABEL_OP2_202_69964_20131012_170534_inLine,1,KW202-00029,tumboga,559.67,560.4500,,,,,MISS
swahili,BABEL_OP2_202_25242_20131203_015232_inLine,1,KW202-00029,tumboga,,,173.59,174.08,1.0,YES,FA
swahili,BABEL_OP2_202_27478_20140209_224101_outLine,1,KW202-00030,atamtendea,138.31,139.1800,138.3,139.21,1.0,YES,CORR
swahili,BABEL_OP2_202_18766_20140218_222017_outLine,1,KW202-00031,tabia,362.37,362.6600,,,,,MISS
swahili,BABEL_OP2_202_59091_20140130_225624_outLine,1,KW202-00031,tabia,217.71,217.9900,217.68,218.02,0.129688409054,YES,CORR
swahili,BABEL_OP2_202_59091_20140130_225624_outLine,1,KW202-00031,tabia,213.72,214.0800,,,,,MISS
swahili,BABEL_OP2_202_68384_20131031_003533_outLine,1,KW202-00031,tabia,103.72,104.0300,103.73,104.06,0.165858184097,YES,CORR
swahili,BABEL_OP2_202_68384_20131031_003533_outLine,1,KW202-00031,tabia,562.97,563.4200,562.99,563.42,0.165184500617,YES,CORR
swahili,BABEL_OP2_202_18766_20140218_222017_inLine,1,KW202-00031,tabia,362.14,362.3900,,,,,MISS
swahili,BABEL_OP2_202_75993_20140115_210258_inLine,1,KW202-00031,tabia,555.53,556.0300,555.54,556.04,0.165599533203,YES,CORR
swahili,BABEL_OP2_202_59091_20140130_225624_inLine,1,KW202-00031,tabia,215.57,215.8500,,,,,MISS
swahili,BABEL_OP2_202_25242_20131203_015232_inLine,1,KW202-00031,tabia,561.57,561.9900,561.57,562.02,0.165599533203,YES,CORR
swahili,BABEL_OP2_202_68384_20131031_003533_inLine,1,KW202-00031,tabia,108.17,108.7100,108.18,108.73,0.164919043121,YES,CORR
swahili,BABEL_OP2_202_68384_20131031_003533_inLine,1,KW202-00031,tabia,121.64,121.9300,,,,,MISS
swahili,BABEL_OP2_202_15420_20140210_010333_outLine,1,KW202-00031,tabia,,,426.07,426.42,0.0431507967043,YES,FA
swahili,BABEL_OP2_202_47405_20131215_233528_inLine,1,KW202-00032,sitarudi,123.17,123.6100,,,,,MISS
swahili,BABEL_OP2_202_55042_20131217_033729_inLine,1,KW202-00032,sitarudi,,,352.53,353.45,0.123799051325,YES,FA
swahili,BABEL_OP2_202_92740_20130923_235638_outLine,1,KW202-00032,sitarudi,,,363.29,363.78,0.122270707987,YES,FA
swahili,BABEL_OP2_202_92740_20130923_235638_outLine,1,KW202-00032,sitarudi,,,364.24,364.8,0.109737459228,YES,FA
swahili,BABEL_OP2_202_48844_20130108_190416_inLine,1,KW202-00032,sitarudi,,,290.83,291.35,0.238346092678,YES,FA
swahili,BABEL_OP2_202_48844_20130108_190416_inLine,1,KW202-00032,sitarudi,,,291.35,291.83,0.323610612749,YES,FA
swahili,BABEL_OP2_202_24239_20140206_191516_inLine,1,KW202-00032,sitarudi,,,456.56,457.12,0.0822360760329,YES,FA
swahili,BABEL_OP2_202_54046_20140121_184347_outLine,1,KW202-00033,amenipigia,175.05,175.6400,175.05,175.68,0.183928377814,YES,CORR
swahili,BABEL_OP2_202_92740_20130923_235638_outLine,1,KW202-00033,amenipigia,310.15,310.8600,310.15,310.86,0.200444310452,YES,CORR
swahili,BABEL_OP2_202_92740_20130923_235638_outLine,1,KW202-00033,amenipigia,310.86,311.4500,310.86,311.46,0.204358561097,YES,CORR
swahili,BABEL_OP2_202_63787_20130108_202518_outLine,1,KW202-00033,amenipigia,324.10,324.7600,324.25,324.79,0.174216177713,YES,CORR
swahili,BABEL_OP2_202_63787_20130108_202518_outLine,1,KW202-00033,amenipigia,290.80,291.3900,290.84,291.42,0.050691055553,YES,CORR
swahili,BABEL_OP2_202_63787_20130108_202518_outLine,1,KW202-00033,amenipigia,277.34,278.6400,,,,,MISS
swahili,BABEL_OP2_202_63787_20130108_202518_outLine,1,KW202-00033,amenipigia,,,323.44,324.25,0.0760156533427,YES,FA
swahili,BABEL_OP2_202_92740_20130923_235638_inLine,1,KW202-00033,amenipigia,,,210.8,211.41,0.110345864029,YES,FA
swahili,BABEL_OP2_202_46169_20131128_183232_inLine,1,KW202-00034,ilipita,100.51,101.1100,,,,,MISS
swahili,BABEL_OP2_202_88260_20130227_194941_inLine,1,KW202-00034,ilipita,,,521.3,521.76,0.193226860121,YES,FA
swahili,BABEL_OP2_202_68924_20130924_231821_inLine,1,KW202-00034,ilipita,,,324.67,325.48,0.283559094468,YES,FA
swahili,BABEL_OP2_202_68924_20130924_231821_inLine,1,KW202-00034,ilipita,,,333.33,334.03,0.523214045411,YES,FA
swahili,BABEL_OP2_202_77990_20131007_063102_inLine,1,KW202-00035,pack hawakukupea,17.02,17.8300,,,,,MISS
swahili,BABEL_OP2_202_63787_20130108_202518_inLine,1,KW202-00036,aunty,149.93,150.1400,149.96,150.19,0.752924750517,YES,CORR
swahili,BABEL_OP2_202_66177_20140201_213827_outLine,1,KW202-00036,aunty,175.04,175.3500,,,,,MISS
swahili,BABEL_OP2_202_66177_20140201_213827_outLine,1,KW202-00036,aunty,,,238.94,239.38,0.247075249483,YES,FA
swahili,BABEL_OP2_202_54046_20140121_184347_outLine,1,KW202-00036,aunty,304.77,305.0500,,,,,MISS
swahili,BABEL_OP2_202_54046_20140121_184347_outLine,1,KW202-00036,aunty,242.13,242.3500,,,,,MISS
swahili,BABEL_OP2_202_38588_20130228_211322_inLine,1,KW202-00036,aunty,199.73,200.2900,,,,,MISS
swahili,BABEL_OP2_202_29663_20131208_035816_outLine,1,KW202-00036,aunty,74.64,75.1300,,,,,MISS
swahili,BABEL_OP2_202_29663_20131208_035816_outLine,1,KW202-00036,aunty,69.33,69.8200,,,,,MISS
swahili,BABEL_OP2_202_47405_20131215_233528_outLine,1,KW202-00036,aunty,202.96,203.4500,,,,,MISS
swahili,BABEL_OP2_202_47405_20131215_233528_outLine,1,KW202-00036,aunty,208.17,208.5000,,,,,MISS
swahili,BABEL_OP2_202_47405_20131215_233528_outLine,1,KW202-00036,aunty,205.08,205.3100,,,,,MISS
swahili,BABEL_OP2_202_54046_20140121_184347_inLine,1,KW202-00036,aunty,250.66,250.9300,,,,,MISS
swahili,BABEL_OP2_202_45459_20131012_022245_inLine,1,KW202-00037,mnapata,423.25,423.8000,,,,,MISS
swahili,BABEL_OP2_202_14814_20140205_210842_outLine,1,KW202-00037,mnapata,,,202.08,202.99,0.0357588112447,YES,FA
swahili,BABEL_OP2_202_72040_20131002_213605_outLine,1,KW202-00037,mnapata,,,396.63,397.19,0.0138056450745,YES,FA
swahili,BABEL_OP2_202_17115_20140218_210921_outLine,1,KW202-00037,mnapata,,,356.21,356.61,0.0515584903475,YES,FA
swahili,BABEL_OP2_202_17115_20140218_210921_outLine,1,KW202-00037,mnapata,,,476.41,477.1,0.0759234666448,YES,FA
swahili,BABEL_OP2_202_52265_20140123_235252_outLine,1,KW202-00037,mnapata,,,320.79,321.33,0.0515439730313,YES,FA
swahili,BABEL_OP2_202_52265_20140123_235252_outLine,1,KW202-00037,mnapata,,,322.2,322.7,0.0363599894378,YES,FA
swahili,BABEL_OP2_202_46681_20130109_191412_inLine,1,KW202-00037,mnapata,,,433.09,433.59,0.0184051340973,YES,FA
swahili,BABEL_OP2_202_25085_20140219_185114_outLine,1,KW202-00037,mnapata,,,203.05,203.44,0.0685860117916,YES,FA
swahili,BABEL_OP2_202_25085_20140219_185114_outLine,1,KW202-00037,mnapata,,,205.36,205.94,0.078523356668,YES,FA
swahili,BABEL_OP2_202_25085_20140219_185114_outLine,1,KW202-00037,mnapata,,,451.88,452.22,0.0584930090251,YES,FA
swahili,BABEL_OP2_202_25085_20140219_185114_outLine,1,KW202-00037,mnapata,,,469.75,470.06,0.0343100637423,YES,FA
swahili,BABEL_OP2_202_25085_20140219_185114_outLine,1,KW202-00037,mnapata,,,474.73,475.05,0.0181921328083,YES,FA
swahili,BABEL_OP2_202_63484_20140128_234153_outLine,1,KW202-00037,mnapata,,,175.66,176.19,0.0695760121029,YES,FA
swahili,BABEL_OP2_202_92740_20130923_235638_outLine,1,KW202-00037,mnapata,,,402.0,403.27,0.0391879626286,YES,FA
swahili,BABEL_OP2_202_54046_20140121_184347_outLine,1,KW202-00037,mnapata,,,387.86,388.31,0.0707903049491,YES,FA
swahili,BABEL_OP2_202_69964_20131012_170534_inLine,1,KW202-00037,mnapata,,,559.11,559.68,0.0763492272675,YES,FA
swahili,BABEL_OP2_202_29663_20131208_035816_outLine,1,KW202-00037,mnapata,,,528.4,528.89,0.018123982074,YES,FA
swahili,BABEL_OP2_202_63084_20130801_015957_outLine,1,KW202-00037,mnapata,,,393.85,394.34,0.0227408112244,YES,FA
swahili,BABEL_OP2_202_82637_20121227_193227_inLine,1,KW202-00037,mnapata,,,169.62,170.1,0.0209003381406,YES,FA
swahili,BABEL_OP2_202_44309_20140220_184116_inLine,1,KW202-00037,mnapata,,,441.51,442.01,0.047576390521,YES,FA
swahili,BABEL_OP2_202_90080_20140319_222809_inLine,1,KW202-00038,umefikisha,535.11,535.7100,,,,,MISS
swahili,BABEL_OP2_202_82637_20121227_193227_inLine,1,KW202-00038,umefikisha,,,193.0,193.68,1.0,YES,FA
swahili,BABEL_OP2_202_61440_20140128_015556_outLine,1,KW202-00039,naivasha,29.33,30.1000,29.34,30.07,1.0,YES,CORR
swahili,BABEL_OP2_202_63084_20130801_015957_outLine,1,KW202-00040,eager kukam,236.41,237.0600,,,,,MISS
swahili,BABEL_OP2_202_29663_20131208_035816_outLine,1,KW202-00040,eager kukam,,,164.87,165.69,1.0,YES,FA
swahili,BABEL_OP2_202_45459_20131012_022245_inLine,1,KW202-00041,haukula,220.47,220.7900,,,,,MISS
swahili,BABEL_OP2_202_73819_20130911_163458_inLine,1,KW202-00041,haukula,,,11.65,12.14,0.231523387664,YES,FA
swahili,BABEL_OP2_202_25085_20140219_185114_inLine,1,KW202-00041,haukula,,,93.46,94.36,0.162521791674,YES,FA
swahili,BABEL_OP2_202_55042_20131217_033729_outLine,1,KW202-00041,haukula,,,58.93,59.35,0.605954820662,YES,FA
swahili,BABEL_OP2_202_63604_20121231_193706_outLine,1,KW202-00042,pastor,116.33,116.9000,,,,,MISS
swahili,BABEL_OP2_202_77990_20131007_063102_outLine,1,KW202-00042,pastor,,,233.9,234.55,0.422949667478,YES,FA
swahili,BABEL_OP2_202_77990_20131007_063102_outLine,1,KW202-00042,pastor,,,238.12,238.54,0.577050332522,YES,FA
swahili,BABEL_OP2_202_39893_20140115_023429_inLine,1,KW202-00043,kunigonga,443.93,444.3300,,,,,MISS
swahili,BABEL_OP2_202_88661_20130801_192922_outLine,1,KW202-00043,kunigonga,,,420.78,421.34,0.106876634733,YES,FA
swahili,BABEL_OP2_202_17115_20140218_210921_outLine,1,KW202-00043,kunigonga,,,407.64,408.36,0.0810196288938,YES,FA
swahili,BABEL_OP2_202_25085_20140219_185114_inLine,1,KW202-00043,kunigonga,,,570.94,572.47,0.0930643274661,YES,FA
swahili,BABEL_OP2_202_63336_20140129_004138_inLine,1,KW202-00043,kunigonga,,,254.12,254.55,0.0447827105731,YES,FA
swahili,BABEL_OP2_202_92740_20130923_235638_inLine,1,KW202-00043,kunigonga,,,213.36,213.92,0.11288770291,YES,FA
swahili,BABEL_OP2_202_17115_20140218_210921_inLine,1,KW202-00043,kunigonga,,,423.18,423.89,0.113818276853,YES,FA
swahili,BABEL_OP2_202_69964_20131012_170534_inLine,1,KW202-00043,kunigonga,,,145.25,146.29,0.114142608723,YES,FA
swahili,BABEL_OP2_202_69964_20131012_170534_inLine,1,KW202-00043,kunigonga,,,405.28,406.3,0.113193115421,YES,FA
swahili,BABEL_OP2_202_84177_20131208_021104_outLine,1,KW202-00043,kunigonga,,,536.7,537.41,0.114269403683,YES,FA
swahili,BABEL_OP2_202_88661_20130801_192922_inLine,1,KW202-00043,kunigonga,,,180.64,181.25,0.105945590743,YES,FA
swahili,BABEL_OP2_202_92740_20130923_235638_outLine,1,KW202-00044,hataki kusikia,179.10,179.7400,179.13,179.73,1.0,YES,CORR
swahili,BABEL_OP2_202_92740_20130923_235638_outLine,1,KW202-00044,hataki kusikia,178.07,178.5700,,,,,MISS
swahili,BABEL_OP2_202_73819_20130911_163458_inLine,1,KW202-00045,eunice,285.96,286.5100,,,,,MISS
swahili,BABEL_OP2_202_18766_20140218_222017_outLine,1,KW202-00045,eunice,,,377.69,378.27,0.133348965335,YES,FA
swahili,BABEL_OP2_202_60650_20131126_234235_inLine,1,KW202-00045,eunice,,,271.89,272.19,0.0588348053944,YES,FA
swahili,BABEL_OP2_202_63336_20140129_004138_inLine,1,KW202-00045,eunice,,,542.41,543.16,0.0905072955524,YES,FA
swahili,BABEL_OP2_202_54046_20140121_184347_outLine,1,KW202-00045,eunice,,,123.16,123.61,0.267151772193,YES,FA
swahili,BABEL_OP2_202_54046_20140121_184347_outLine,1,KW202-00045,eunice,,,132.46,132.9,0.276050603187,YES,FA
swahili,BABEL_OP2_202_92740_20130923_235638_outLine,1,KW202-00045,eunice,,,441.68,442.03,0.0708126843999,YES,FA
swahili,BABEL_OP2_202_12635_20131101_213218_inLine,1,KW202-00045,eunice,,,13.96,14.33,0.103293873938,YES,FA
swahili,BABEL_OP2_202_63484_20140128_234153_outLine,1,KW202-00046,ulipe rent,359.52,360.6400,359.52,360.31,1.0,YES,CORR
swahili,BABEL_OP2_202_27478_20140209_224101_inLine,1,KW202-00047,rohoni,563.43,563.7600,,,,,MISS
swahili,BABEL_OP2_202_88260_20130227_194941_inLine,1,KW202-00047,rohoni,,,296.4,297.18,0.207652407824,YES,FA
swahili,BABEL_OP2_202_88260_20130227_194941_inLine,1,KW202-00047,rohoni,,,299.94,301.04,0.138684532585,YES,FA
swahili,BABEL_OP2_202_88260_20130227_194941_inLine,1,KW202-00047,rohoni,,,306.14,307.24,0.177158128293,YES,FA
swahili,BABEL_OP2_202_88661_20130801_192922_outLine,1,KW202-00047,rohoni,,,481.3,481.95,0.0509823598133,YES,FA
swahili,BABEL_OP2_202_24239_20140206_191516_outLine,1,KW202-00047,rohoni,,,81.18,81.75,0.16217222886,YES,FA
swahili,BABEL_OP2_202_39893_20140115_023429_outLine,1,KW202-00047,rohoni,,,362.12,362.61,0.0760300188114,YES,FA
swahili,BABEL_OP2_202_53957_20131031_012125_outLine,1,KW202-00047,rohoni,,,314.42,314.86,0.187320323814,YES,FA
swahili,BABEL_OP2_202_14814_20140205_210842_inLine,1,KW202-00048,kosa kuleta faida,442.39,443.8900,,,,,MISS
swahili,BABEL_OP2_202_66177_20140201_213827_outLine,1,KW202-00049,tutaonana jioni,477.07,478.4800,477.22,478.51,1.0,YES,CORR
